"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2018,120097598,133631162
2018,124608246,138081764
2018,124608232,138081742
2018,124593312,138081744
2018,124593312,138081742
2018,125498483,138986904
2018,125498906,138987287
2018,125504009,138992818
2018,125495199,138982642
2018,125504072,138987887
2018,127184352,140977986
2018,124593340,138081772
2018,120084805,133606029
2018,120084811,133623805
2018,120097495,133623831
2018,120084836,133623839
2018,120084841,133606064
2018,120101289,133626953
2018,120101306,133623859
2018,120101311,133606095
2018,120084872,133606099
2018,120097536,133623873
2018,120084896,133606133
2018,120084897,133606137
2018,120084901,133631141
2018,120097581,133623914
2018,120084796,133623792
2018,120097473,133606039
2018,120101273,133623812
2018,120101273,133626938
2018,120084830,133626942
2018,120084868,133606094
2018,120084902,133623900
2018,120101369,133631156
2018,120101369,133631157
2018,120084920,133627038
2018,120084801,133623798
2018,120084851,133626955
2018,120084852,133626954
2018,120101307,133606090
2018,120097539,133626987
2018,120097546,133626998
2018,120097552,133623885
2018,120097556,133606120
2018,120097579,133623911
2018,120097592,133623922
2018,120101378,133631165
2018,120097605,133627042
2018,120084799,133606025
2018,120084799,133606024
2018,120097465,133606032
2018,120101269,133626939
2018,120084840,133623843
2018,120097509,133623853
2018,120097527,133623868
2018,120084879,133626986
2018,120101337,133623886
2018,120101334,133623886
2018,120084894,133623886
2018,120097560,133623886
2018,120097567,133606136
2018,120101368,133627026
2018,120097591,133623920
2018,120097471,133626934
2018,120084819,133623823
2018,120084833,133606055
2018,120101287,133606068
2018,120084853,133606074
2018,120084866,133606093
2018,120084886,133623880
2018,120097571,133631140
2018,120097588,133623917
2018,120097589,133623917
2018,120101372,133623921
2018,120097602,133627037
2018,123906558,137373774
2018,123887721,137353132
2018,123887945,137353356
2018,123885705,137353375
2018,123885713,137359496
2018,123885732,137353391
2018,123885765,137353407
2018,123885765,137353406
2018,123885772,137359553
2018,123885869,137359652
2018,123885924,137359704
2018,123885269,137359041
2018,123887743,137359056
2018,123885730,137359507
2018,123885734,137359507
2018,123885761,137353403
2018,123885771,137359549
2018,123888004,137359583
2018,123885814,137359594
2018,123891207,137359594
2018,123885817,137359594
2018,123888017,137359604
2018,123885840,137359621
2018,123885866,137359649
2018,123885871,137353457
2018,123706001,137357000
2018,123706001,137356998
2018,123887977,137353394
2018,123887986,137359529
2018,123887993,137359543
2018,123885793,137359569
2018,123885809,137359587
2018,123888011,137359597
2018,123888019,137359608
2018,123888020,137359608
2018,123885835,137359617
2018,123885846,137359629
2018,123885860,137359642
2018,123906589,137364386
2018,123894241,137373897
2018,123894241,137373896
2018,123894244,137373901
2018,123894255,137373911
2018,123883039,137356897
2018,123884204,137352564
2018,123885284,137359063
2018,123885725,137353390
2018,123887979,137353393
2018,123885760,137359535
2018,123885785,137359560
2018,123888000,137359577
2018,123885810,137359586
2018,123885832,137359612
2018,123888041,137359643
2018,123888048,137353460
2018,123894239,137364459
2018,123903147,137364464
2018,123882952,137352170
2018,123883043,137356904
2018,123885669,137353358
2018,123885669,137353359
2018,123885722,137353387
2018,123885722,137353386
2018,123887975,137359508
2018,123885783,137359562
2018,123888005,137353421
2018,123885815,137353426
2018,123885857,137353447
2018,123888038,137353444
2018,123885868,137359653
2018,123903138,137364455
2018,123903138,137364456
2018,123894248,137373905
2018,120101256,133606027
2018,120084816,133623820
2018,120101296,133626959
2018,120101305,133606087
2018,120101305,133626966
2018,120101324,133623878
2018,120084912,133627028
2018,123903136,137364451
2018,123894242,137364460
2018,123887742,137359057
2018,123887876,137361377
2018,123887944,137359443
2018,123887969,137361392
2018,123885719,137353385
2018,123885724,137359501
2018,123885724,137359502
2018,123885726,137353389
2018,123885726,137359504
2018,123885728,137353389
2018,123885728,137359504
2018,123885739,137359513
2018,123885742,137359515
2018,123887982,137359519
2018,123885748,137359518
2018,123887985,137359523
2018,123887983,137359524
2018,123885753,137359527
2018,123885753,137359528
2018,123885757,137353404
2018,123887988,137359534
2018,123885774,137359554
2018,123885775,137353411
2018,123885777,137359550
2018,123885779,137353412
2018,123885780,137353412
2018,123885797,137359571
2018,123887999,137359574
2018,123885805,137359584
2018,123885803,137359582
2018,123885812,137359590
2018,123885821,137361393
2018,123885824,137359600
2018,123888014,137359602
2018,123885833,137359615
2018,123885834,137359614
2018,123885841,137359625
2018,123885844,137353440
2018,123885848,137359634
2018,123885853,137359635
2018,123885858,137359639
2018,123888039,137353450
2018,123888043,137359651
2018,123888043,137359650
2018,123885877,137359660
2018,123888076,137353484
2018,123888002,137359579
2018,123885800,137359579
2018,123885827,137359607
2018,123885843,137359627
2018,123891208,137353451
2018,123885672,137359448
2018,123885737,137353397
2018,123885752,137359522
2018,123885766,137359547
2018,123885808,137353420
2018,123885822,137359596
2018,123885820,137353427
2018,123885822,137353429
2018,123888021,137359610
2018,123888035,137353449
2018,123882299,137356172
2018,123882959,137356847
2018,123883073,137356909
2018,123883138,137352201
2018,123886766,137356995
2018,123884665,137358428
2018,123884736,137358492
2018,123882945,137356833
2018,123886809,137357151
2018,123887741,137359053
2018,123885395,137359172
2018,123883042,137352188
2018,123883107,137356945
2018,123885664,137359440
2018,123887973,137353388
2018,123891206,137359495
2018,123885720,137359493
2018,123885723,137359494
2018,123885733,137359509
2018,123885749,137353400
2018,123885754,137359530
2018,123885756,137359532
2018,123885756,137359533
2018,123885781,137359558
2018,123885807,137353422
2018,123885819,137359593
2018,123888010,137353424
2018,123885819,137359592
2018,123888022,137359611
2018,123888024,137353433
2018,123888027,137359623
2018,123888040,137359640
2018,123888046,137359656
2018,123885879,137359661
2018,123885900,137359679
2018,123883264,137357082
2018,123883264,137357084
2018,123885667,137359445
2018,123885701,137361389
2018,123887981,137359517
2018,123885763,137353408
2018,123885784,137359561
2018,123885799,137359573
2018,123885847,137359630
2018,123885859,137353443
2018,123885870,137359655
2018,123885870,137353454
2018,123885935,137359715
2018,123886763,137356967
2018,123883270,137357091
2018,123887943,137353355
2018,123885721,137359500
2018,123885740,137359512
2018,123887996,137353414
2018,123885791,137353416
2018,123885825,137353428
2018,123888026,137359620
2018,123885878,137359659
2018,123886756,137356922
2018,123885736,137359511
2018,123885750,137359525
2018,123887987,137353405
2018,123885767,137359544
2018,123885794,137359567
2018,123888018,137359606
2018,123885831,137359609
2018,123885839,137353436
2018,123888036,137359638
2018,123888036,137353448
2018,123885863,137361396
2018,123885862,137361396
2018,123886735,137356836
2018,123886761,137356957
2018,123884307,137352624
2018,123887732,137353143
2018,123885276,137359052
2018,123887738,137359049
2018,123885301,137359090
2018,123885707,137359488
2018,123885718,137359498
2018,123887974,137359503
2018,123885729,137353392
2018,123885735,137353395
2018,123887980,137359516
2018,123887990,137359539
2018,123887990,137359540
2018,123885776,137359555
2018,123885776,137359556
2018,123885786,137353415
2018,123885786,137359559
2018,123885790,137359566
2018,123887998,137359576
2018,123887997,137359563
2018,123885802,137353419
2018,123885804,137359580
2018,123885806,137359581
2018,123888008,137353425
2018,123885816,137353425
2018,123888012,137359599
2018,123885826,137359603
2018,123888025,137359618
2018,123885837,137353434
2018,123888031,137359626
2018,123888032,137359624
2018,123883130,137356961
2018,123883133,137356961
2018,123884170,137352552
2018,123884281,137358035
2018,123887971,137359497
2018,123885738,137353396
2018,123887978,137353396
2018,123885759,137359536
2018,123885813,137359591
2018,123888030,137359624
2018,123888030,137353439
2018,123888032,137353439
2018,123885849,137353442
2018,123885850,137353441
2018,123888042,137353452
2018,123885865,137359647
2018,123885867,137359648
2018,123888047,137359657
2018,123885874,137353458
2018,123885885,137353462
2018,123885884,137359666
2018,123885887,137359664
2018,123883044,137356896
2018,123883046,137356896
2018,123886748,137356896
2018,123886753,137352189
2018,123883128,137356959
2018,123883206,137357029
2018,123883250,137357072
2018,123883069,137356908
2018,120101264,133626937
2018,120101268,133623811
2018,120084845,133626948
2018,120084800,133626924
2018,120101262,133606036
2018,120101299,133606082
2018,120101304,133606086
2018,120101330,133606115
2018,120101340,133627005
2018,120101351,133631139
2018,120101373,133631159
2018,120097597,133627032
2018,120101380,133631167
2018,120101383,133627043
2018,123883221,137357045
2018,123883205,137357030
2018,123885279,137359058
2018,123882948,137356837
2018,123883354,137357170
2018,123885369,137353181
2018,123887946,137353357
2018,123885711,137353380
2018,123887966,137359491
2018,123885727,137359506
2018,123885747,137353398
2018,123885746,137353399
2018,123885751,137353401
2018,123885758,137353402
2018,123885762,137359538
2018,123885773,137359551
2018,123885770,137359551
2018,123885782,137359557
2018,123885789,137353417
2018,123885788,137359565
2018,123885811,137359589
2018,123885818,137359598
2018,123888015,137353431
2018,123888013,137353430
2018,123885836,137359616
2018,123885852,137359631
2018,123885851,137359633
2018,123885861,137359644
2018,123888044,137359654
2018,123885873,137353455
2018,123883050,137352187
2018,123883038,137352187
2018,123883056,137352187
2018,123883045,137352187
2018,123883052,137352187
2018,123884262,137352595
2018,123887740,137359055
2018,123891184,137359160
2018,123887968,137353382
2018,123885744,137359520
2018,123887991,137359541
2018,128256015,142051121
2018,128256016,142143033
2018,128274704,142143042
2018,128274705,142143042
2018,128274762,142143099
2018,128274771,142143106
2018,125503005,138987169
2018,128274764,142051133
2018,125498472,138986890
2018,124608600,138082100
2018,124608619,138082116
2018,124598643,138076892
2018,124608239,138081756
2018,124608243,138081761
2018,124593700,138082011
2018,127181011,140986661
2018,125503535,138987554
2018,128256031,142051132
2018,128274765,142143101
2018,124598468,138091455
2018,124593673,138091842
2018,124593672,138091842
2018,124593685,138091852
2018,124598694,138076953
2018,125494445,138981928
2018,124593313,138076743
2018,124608237,138081753
2018,124598463,138091450
2018,124598196,138081433
2018,125499563,138992827
2018,124598204,138076491
2018,124593315,138081747
2018,124608248,138081765
2018,123894243,137370610
2018,123894251,137373907
2018,123894251,137364468
2018,123903213,137370667
2018,120097468,133626931
2018,120097475,133623809
2018,120097480,133623814
2018,120097512,133606080
2018,120097519,133623861
2018,120101315,133626977
2018,120097532,133623870
2018,120084880,133623874
2018,120101325,133626991
2018,120084889,133623887
2018,120101355,133623903
2018,120084907,133631147
2018,120084907,133623910
2018,120084907,133631146
2018,120084798,133623796
2018,120101261,133623802
2018,120097482,133623815
2018,120084839,133623841
2018,120101286,133606065
2018,120097506,133623849
2018,120084871,133606096
2018,120101326,133623879
2018,120084887,133606114
2018,120097557,133606121
2018,120097566,133606134
2018,120097604,133627039
2018,120084831,133623836
2018,120101280,133626946
2018,120097503,133606067
2018,120097505,133623852
2018,120097520,133626968
2018,120097533,133606103
2018,120097535,133623872
2018,120097540,133626992
2018,120101335,133606119
2018,120101344,133606130
2018,120101347,133623894
2018,120101357,133627017
2018,120101366,133631150
2018,120097601,133631166
2018,120097606,133623930
2018,124598190,138081429
2018,124598475,138081763
2018,124608249,138081766
2018,124598649,138082023
2018,124608602,138076940
2018,120097458,133626923
2018,120101260,133626932
2018,120084812,133606035
2018,120097474,133623808
2018,120101270,133623810
2018,120097491,133623825
2018,120084824,133626941
2018,120084835,133626945
2018,120101292,133623851
2018,120084874,133626979
2018,120084876,133626984
2018,120097551,133623883
2018,120101359,133623905
2018,120101360,133623904
2018,120101358,133623907
2018,120101375,133627033
2018,123883104,137356940
2018,123887942,137359439
2018,123885743,137359521
2018,123885745,137359521
2018,123887989,137359537
2018,123885778,137359548
2018,123885795,137359568
2018,123888023,137359613
2018,123888028,137359619
2018,123885864,137359646
2018,123885864,137359645
2018,123885875,137353459
2018,123894140,137370539
2018,123903041,137373809
2018,123903142,137373900
2018,123894249,137364466
2018,120084809,133626929
2018,120097488,133623822
2018,120084834,133623837
2018,120101282,133606062
2018,120097514,133626965
2018,120101312,133626975
2018,120101316,133623867
2018,120097528,133606098
2018,120101318,133626980
2018,120097538,133626988
2018,120101332,133626999
2018,120101342,133623891
2018,120101346,133606131
2018,120101363,133623909
2018,120084909,133631151
2018,120084909,133631152
2018,120097600,133627034
2018,123894240,137373894
2018,123882960,137356845
2018,123882960,137356848
2018,123885036,137353020
2018,123885678,137359456
2018,123885731,137359510
2018,123887976,137359505
2018,123887984,137359526
2018,123885755,137359531
2018,123885768,137359545
2018,123885768,137359546
2018,123887992,137353409
2018,123887994,137353410
2018,123887995,137353413
2018,123885796,137359575
2018,123885792,137359570
2018,123885798,137359572
2018,123885798,137353418
2018,123888003,137359585
2018,123885801,137359578
2018,123888001,137359578
2018,123888007,137353423
2018,123888009,137359595
2018,123885823,137359601
2018,123888016,137359605
2018,123885828,137361395
2018,123885829,137353432
2018,123885838,137359622
2018,123888029,137353435
2018,123888029,137353437
2018,123885845,137359628
2018,123888033,137359632
2018,123888034,137353445
2018,123888037,137359641
2018,123885872,137353456
2018,123887789,137359153
2018,123885663,137359442
2018,123885769,137359552
2018,123885787,137359564
2018,123885830,137361394
2018,123885842,137353438
2018,123885854,137359637
2018,123885855,137353446
2018,123885855,137359636
2018,123885856,137353446
2018,123885856,137359636
2018,123885876,137359658
2018,123906641,137373888
2018,123903144,137364461
2018,123906647,137364461
2018,123906763,137374098
2018,123887745,137359060
2018,123885741,137359514
2018,123885764,137359542
2018,123888006,137359588
2018,123888045,137353453
2018,123885880,137359662
2018,123903140,137373895
2018,123906646,137370609
2018,123894432,137364609
2018,123903139,137370606
2018,123894246,137370611
2018,123906642,137364458
2018,123906642,137364457
2018,123906648,137373904
2018,123894250,137364467
2018,123903227,137373985
2018,123894387,137370726
2018,123903404,137374159
2018,123903137,137364453
2018,123903137,137364454
2018,123894234,137364452
2018,123903143,137370608
2018,123894236,137373889
2018,120084814,133606043
2018,120084832,133606054
2018,120101290,133623848
2018,120101290,133626951
2018,120084854,133606073
2018,120101297,133606079
2018,120097549,133606117
2018,120101341,133606127
2018,120084898,133627009
2018,120097580,133627022
2018,120097580,133627021
2018,120084914,133623924
2018,120097459,133606023
2018,120097466,133606033
2018,120084815,133623813
2018,120101274,133623824
2018,120097489,133623824
2018,120084828,133623834
2018,120101284,133606066
2018,120084848,133606069
2018,120084850,133626956
2018,120097511,133606077
2018,120097524,133626972
2018,120097530,133606101
2018,120084881,133606108
2018,120097550,133606118
2018,120097564,133606129
2018,120097565,133606129
2018,120101348,133627010
2018,120097585,133631149
2018,120101367,133627025
2018,120084915,133627030
2018,120097603,133631168
2018,120097609,133623932
2018,120084797,133623795
2018,120084807,133623801
2018,120084808,133623803
2018,120084810,133623804
2018,120084813,133606037
2018,120097479,133606044
2018,120097477,133626935
2018,120097492,133623827
2018,120084822,133623830
2018,120101275,133606053
2018,120084837,133623840
2018,120101283,133606063
2018,120101291,133623850
2018,120084856,133606076
2018,120097508,133626960
2018,120101298,133626963
2018,120097515,133606088
2018,120084867,133623865
2018,120097523,133626971
2018,120097529,133606100
2018,120101321,133606105
2018,120084882,133606109
2018,120097542,133626993
2018,120101331,133623882
2018,120084890,133627003
2018,120084891,133627004
2018,120101339,133606125
2018,120101339,133606122
2018,120097562,133627008
2018,120084900,133627011
2018,120097572,133627014
2018,120084904,133623901
2018,120101356,133627018
2018,120101365,133623913
2018,120097607,133631169
2018,124608227,138091451
2018,124608227,138091452
2018,124598466,138076738
2018,124593342,138091480
2018,124598471,138091463
2018,124593325,138091462
2018,125504014,138987834
2018,125498469,138991567
2018,125499637,138982691
2018,125504082,138982691
2018,125498903,138991916
2018,125498903,138991915
2018,125498909,138981926
2018,125498905,138987284
2018,125498905,138987285
2018,125498910,138981930
2018,125503104,138991913
2018,125494440,138991913
2018,125503110,138987288
2018,125503109,138987288
2018,125494446,138991921
2018,125504075,138987892
2018,125495193,138987842
2018,124593322,138081751
2018,124598680,138082101
2018,128272473,142140897
2018,128272808,142141196
2018,124608533,138082032
2018,125494441,138987283
2018,128272809,142141197
2018,120101255,133623793
2018,120101267,133626936
2018,120101271,133606046
2018,120084820,133626940
2018,120101278,133623838
2018,120101279,133606060
2018,120101293,133606071
2018,120097521,133626970
2018,120101310,133623862
2018,120101319,133626982
2018,120101322,133606106
2018,120084884,133626989
2018,120084884,133626990
2018,120084885,133606111
2018,120101327,133626994
2018,120097554,133627002
2018,120097463,133626925
2018,120097467,133626930
2018,120101263,133623806
2018,120097483,133623817
2018,120097494,133623829
2018,120097499,133606056
2018,120084858,133626961
2018,120084862,133606085
2018,120084864,133626969
2018,120084878,133626985
2018,120101329,133626996
2018,120097561,133606128
2018,120101349,133623896
2018,120101354,133623899
2018,120101361,133627019
2018,120097584,133627023
2018,120097596,133623926
2018,120101382,133623929
2018,120097461,133606026
2018,120101266,133606040
2018,120097487,133623819
2018,120097498,133623832
2018,120097504,133626949
2018,120084860,133626964
2018,120097517,133623860
2018,120101313,133626974
2018,120084888,133626997
2018,120097559,133627006
2018,120101352,133623898
2018,120097573,133627015
2018,120097582,133631148
2018,120097555,133623888
2018,120101353,133627012
2018,120097576,133631145
2018,120097575,133627016
2018,120101364,133623912
2018,120084913,133623923
2018,120101379,133631164
2018,123894237,137373893
2018,123906658,137364480
2018,123894348,137370690
2018,120084802,133606028
2018,120101258,133623799
2018,120097481,133623816
2018,120097490,133606048
2018,120084818,133623821
2018,120084817,133623821
2018,120084827,133606052
2018,120084829,133623835
2018,120101277,133606057
2018,120097500,133626944
2018,120101288,133606070
2018,120097507,133606072
2018,120084857,133626958
2018,120101294,133626957
2018,120097522,133606092
2018,120101314,133626976
2018,120097534,133626983
2018,120097544,133626995
2018,120097547,133606116
2018,120097558,133623890
2018,120084895,133623893
2018,120084906,133631144
2018,120084908,133623915
2018,120097586,133631153
2018,120097587,133627024
2018,120084911,133631155
2018,120084917,133623925
2018,120101377,133627035
2018,120084921,133627041
2018,120097608,133623931
