"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2018,4,133626972
2018,4,133606101
2018,4,133606108
2018,4,133606118
2018,4,133606129
2018,4,133627010
2018,4,133631149
2018,4,133627025
2018,4,133627030
2018,4,133631168
2018,4,133623932
2018,4,140977986
2018,4,138076738
2018,4,138091451
2018,4,138091452
2018,4,138091480
2018,4,138076743
2018,4,138081753
2018,4,133623836
2018,4,133626946
2018,4,133606067
2018,2,133623852
2018,4,133626968
2018,4,133606103
2018,4,133623872
2018,4,133626992
2018,4,133606119
2018,4,133606130
2018,4,133623894
2018,4,133627017
2018,1,133631150
2018,4,133631166
2018,4,133623930
2018,4,138987287
2018,4,138982642
2018,4,138986904
2018,4,138076491
2018,4,138081747
2018,4,138081765
2018,4,138081764
2018,4,138081742
2018,4,138081744
2018,4,138986890
2018,4,138981928
2018,4,138987283
2018,3,133623793
2018,4,133626936
2018,4,133626940
2018,3,133623838
2018,4,133606071
2018,3,133623862
2018,4,133606111
2018,4,133627002
2018,4,133623888
2018,4,133631145
2018,4,133623923
2018,4,138987554
2018,4,138987169
2018,4,138987842
2018,4,138081433
2018,4,133606046
2018,4,133606060
2018,4,133626970
2018,4,133626982
2018,4,133606106
2018,4,133626990
2018,4,133626989
2018,4,133626994
2018,4,133627012
2018,4,133627016
2018,4,133623912
2018,4,133631164
2018,4,133623797
2018,4,133623881
2018,4,133606132
2018,4,133631143
2018,4,133623919
2018,3,133631160
2018,4,133623928
2018,4,133623803
2018,4,133626931
2018,4,133623809
2018,4,133606043
2018,4,133623814
2018,4,133623827
2018,4,133623830
2018,4,133606053
2018,4,133606054
2018,3,133623850
2018,4,133626951
2018,4,133623848
2018,4,133606076
2018,4,133606073
2018,4,133606079
2018,2,133606080
2018,4,133623861
2018,3,133626977
2018,4,133623870
2018,4,133623874
2018,4,133626991
2018,3,133623882
2018,3,133606117
2018,3,133623887
2018,4,133606125
2018,4,133606122
2018,4,133606127
2018,4,133627008
2018,3,133627009
2018,3,133627014
2018,3,133623903
2018,4,133623913
2018,4,133627022
2018,4,133627021
2018,4,133631146
2018,4,133623910
2018,4,133631147
2018,4,133623924
2018,4,137356940
2018,4,133626934
2018,4,133623823
2018,4,133606055
2018,4,133606068
2018,4,133606074
2018,4,133606093
2018,4,133623880
2018,4,133631140
2018,4,133623917
2018,4,133623921
2018,4,133627037
2018,4,137356908
2018,2,137356909
2018,4,137357030
2018,4,137357072
2018,4,137358428
2018,4,138082100
2018,3,138082116
2018,4,138081751
2018,4,138082101
2018,4,137359057
2018,4,137359058
2018,4,137359443
2018,4,137359448
2018,4,137353385
2018,4,137359504
2018,4,137353389
2018,3,137359493
2018,3,137359495
2018,3,137359494
2018,4,137353397
2018,4,137359515
2018,4,137359523
2018,4,137359524
2018,3,137353401
2018,4,137359530
2018,4,137359522
2018,1,137359532
2018,1,137359533
2018,1,137353402
2018,3,137353402
2018,4,137359547
2018,4,137359554
2018,1,137353411
2018,3,137359557
2018,4,137359584
2018,4,137353420
2018,4,137361393
2018,3,137353430
2018,4,137359596
2018,4,137353429
2018,4,137353427
2018,4,137359602
2018,4,137359611
2018,4,137359610
2018,4,137353440
2018,3,137359635
2018,4,137353449
2018,4,137359639
2018,3,137359640
2018,4,137359651
2018,4,137359650
2018,4,137359654
2018,3,137359656
2018,4,137359661
2018,4,137359679
2018,4,137353484
2018,2,133606026
2018,2,133606040
2018,4,133623819
2018,1,133623832
2018,2,133626949
2018,4,133626964
2018,4,133623860
2018,4,133626974
2018,4,133626997
2018,4,133627006
2018,3,133623898
2018,4,133627015
2018,4,133631148
2018,4,138091450
2018,3,133606034
2018,4,133606031
2018,4,133623833
2018,4,133626943
2018,4,133623845
2018,4,133626962
2018,4,133623857
2018,3,133626967
2018,2,133623863
2018,4,133626981
2018,4,133623884
2018,3,133623897
2018,4,133627036
2018,1,133626927
2018,1,133606051
2018,4,133623844
2018,4,133606078
2018,4,133606089
2018,4,133626978
2018,4,133623875
2018,4,137356172
2018,4,137356837
2018,4,137352188
2018,4,137356896
2018,4,137352189
2018,4,137356945
2018,4,137356959
2018,4,137352201
2018,4,137356967
2018,4,137356995
2018,4,137357029
2018,4,137357091
2018,4,137357170
2018,4,137358492
2018,4,137359052
2018,4,137359053
2018,4,137359172
2018,4,137361377
2018,4,137353355
2018,4,137359440
2018,4,137359488
2018,3,137353380
2018,4,137359500
2018,4,137353388
2018,4,137359506
2018,4,137359509
2018,4,137353395
2018,4,137359512
2018,4,137359513
2018,4,137353399
2018,3,137353400
2018,4,137359528
2018,4,137359527
2018,3,137359538
2018,4,137359555
2018,4,137359556
2018,4,137359551
2018,4,137359558
2018,4,137353414
2018,1,137353416
2018,3,137353416
2018,4,137359576
2018,4,137359574
2018,4,137353422
2018,4,137359589
2018,4,137359590
2018,4,137353425
2018,4,137353428
2018,4,137353431
2018,4,137353433
2018,3,137353434
2018,4,137359620
2018,4,137359623
2018,4,137353442
2018,4,137359633
2018,4,137359644
2018,3,137359647
2018,4,137359659
2018,4,137353458
2018,3,137359664
2018,1,137359664
2018,3,137359666
2018,3,137359593
2018,1,137359666
2018,3,137353424
2018,3,137359592
2018,3,133623792
2018,4,133606039
2018,3,133626938
2018,3,133623812
2018,4,133626942
2018,3,133606094
2018,3,133623900
2018,4,133631157
2018,4,133631156
2018,4,133627038
2018,4,137373891
2018,4,137373898
2018,4,137364463
2018,4,138082032
2018,4,137356836
2018,4,137356957
2018,4,137361392
2018,3,137359518
2018,3,137359519
2018,3,137359534
2018,4,137359550
2018,4,137359571
2018,4,137359582
2018,3,137359600
2018,2,137359615
2018,4,137359625
2018,3,137353450
2018,4,137359660
2018,4,137356847
2018,4,137352187
2018,4,137357045
2018,4,137352595
2018,4,137353392
2018,3,137359566
2018,2,137359580
2018,4,137359599
2018,4,137359648
2018,3,137353462
2018,4,133606025
2018,4,133606024
2018,4,133606032
2018,4,133626939
2018,4,133623843
2018,3,133623853
2018,4,133623868
2018,4,133626986
2018,1,133623886
2018,4,133606136
2018,4,133627026
2018,4,133623920
2018,3,138076953
2018,4,137359055
2018,4,137353181
2018,4,137359160
2018,4,137353357
2018,4,137359491
2018,4,137353382
2018,4,137359501
2018,4,137359502
2018,4,137359520
2018,4,137353398
2018,3,137353404
2018,4,137359541
2018,4,137353412
2018,4,137359565
2018,4,137353417
2018,4,137359579
2018,4,137359598
2018,4,137359616
2018,3,137359614
2018,4,137359627
2018,4,137359634
2018,4,137359607
2018,4,137359631
2018,3,137353451
2018,4,137353455
2018,4,137359439
2018,1,137359521
2018,4,137359537
2018,4,137359548
2018,4,137359568
2018,4,137359613
2018,4,137359619
2018,3,137359646
2018,3,137359645
2018,3,137353459
2018,4,137373776
2018,4,137370539
2018,4,137373809
2018,4,133623795
2018,4,133626924
2018,4,133623801
2018,1,133606036
2018,4,133623804
2018,4,133626929
2018,4,133626937
2018,4,133606037
2018,4,133606044
2018,4,133623811
2018,3,133626935
2018,4,133623822
2018,2,133623837
2018,2,133623840
2018,4,133606063
2018,4,133606062
2018,4,133626948
2018,4,133626960
2018,4,133606082
2018,4,133626963
2018,4,133606088
2018,3,133606086
2018,3,133626965
2018,4,133626975
2018,4,133623865
2018,4,133626971
2018,3,133623867
2018,4,133606098
2018,4,133606100
2018,4,133626980
2018,4,133606105
2018,4,133606109
2018,4,133626988
2018,1,133626993
2018,4,133606115
2018,4,133626999
2018,4,133627004
2018,4,133627003
2018,4,133623891
2018,3,133627005
2018,4,133606131
2018,3,133627011
2018,3,133631139
2018,3,133623901
2018,4,133623909
2018,3,133627018
2018,1,133631152
2018,1,133631151
2018,4,133631159
2018,4,133627034
2018,4,133627032
2018,4,133631167
2018,4,133631169
2018,4,133627043
2018,4,137352438
2018,4,137357084
2018,4,137357082
2018,4,137359445
2018,4,137361389
2018,4,137359517
2018,4,137353408
2018,4,137359561
2018,3,137359573
2018,4,137359630
2018,4,137353443
2018,4,137359655
2018,4,137353454
2018,3,137359715
2018,4,137359049
2018,4,137359090
2018,3,137359503
2018,3,137359516
2018,3,137359540
2018,3,137359539
2018,4,137359563
2018,4,137353419
2018,4,137359618
2018,4,137353439
2018,4,137359624
2018,4,133623798
2018,3,133626954
2018,3,133626955
2018,3,133606090
2018,4,133626987
2018,4,133626998
2018,4,133623885
2018,4,133606120
2018,3,133623911
2018,4,133623922
2018,4,133631165
2018,4,133627042
2018,4,138091455
2018,4,138091842
2018,4,138091852
2018,3,133623794
2018,4,133606059
2018,4,133623855
2018,3,133606083
2018,4,133623869
2018,4,133606110
2018,4,133623889
2018,4,133606135
2018,4,133623916
2018,4,133631162
2018,4,138081772
2018,4,138091463
2018,4,138091462
2018,3,133606028
2018,4,133623816
2018,4,133623821
2018,3,133623835
2018,3,133626944
2018,4,133606070
2018,4,133626957
2018,4,133626976
2018,4,133626983
2018,4,133631153
2018,4,133627024
2018,4,133623925
2018,4,133627035
2018,4,133623799
2018,2,133606048
2018,3,133606052
2018,4,133606057
2018,4,133606072
2018,4,133626958
2018,3,133606092
2018,4,133626995
2018,4,133606116
2018,3,133623890
2018,4,133623893
2018,1,133631144
2018,4,133623915
2018,1,133631155
2018,4,133627041
2018,4,133623931
2018,4,137373893
2018,4,137364480
2018,4,137370690
2018,4,133606029
2018,3,133623805
2018,2,133623831
2018,3,133623839
2018,4,133606064
2018,3,133626953
2018,4,133623859
2018,4,133606095
2018,3,133606099
2018,4,133623873
2018,4,133606133
2018,3,133606137
2018,4,133631141
2018,1,133623914
2018,4,138991567
2018,4,138987285
2018,4,138987284
2018,4,138991913
2018,4,138982691
2018,4,138981930
2018,4,138991921
2018,4,138987892
2018,4,138987834
2018,4,138991916
2018,4,138991915
2018,4,138981926
2018,4,138987288
2018,3,133606023
2018,4,137364456
2018,4,137364455
2018,4,137373900
2018,4,137373905
2018,4,137364466
2018,4,137373899
2018,4,137370612
2018,4,137373894
2018,4,137370610
2018,4,137364468
2018,4,137373907
2018,3,137364451
2018,4,137364460
2018,4,137370667
2018,4,133626928
2018,4,133606047
2018,3,133606058
2018,3,133626952
2018,4,133606097
2018,4,133606102
2018,1,133606112
2018,4,133606123
2018,4,133623892
2018,3,133631142
2018,4,133623927
