data_year,victim_id,injury_id
2023,191853891,4
2023,191853597,4
2023,191853679,4
2023,195244113,4
2023,195243862,5
2023,195244066,5
2023,203258175,5
2023,203258177,5
2023,205308520,6
2023,203258311,5
2023,203258419,5
2023,203258778,5
2023,203258838,4
2023,203258297,5
2023,203258298,5
2023,205308815,4
2023,205308816,4
2023,203258413,5
2023,203258812,5
2023,203258858,4
2023,203258912,5
2023,203258970,5
2023,203258569,5
2023,205308613,4
2023,203258746,4
2023,203258747,5
2023,203258802,4
2023,203258852,4
2023,203258998,4
2023,203258663,4
2023,203258664,4
2023,203259017,4
2023,206498980,4
2023,203259026,5
2023,203259103,4
2023,203259206,4
2023,203258887,4
2023,203259144,4
2023,203259207,4
2023,203259257,5
2023,203259258,5
2023,203259310,5
2023,203259152,4
2023,203259077,4
2023,203259254,4
2023,203259348,5
2023,203259349,5
2023,205308780,5
2023,203259386,4
2023,203259236,4
2023,203259318,4
2023,203259383,6
2023,205308920,8
2023,203259422,4
2023,203259526,4
2023,203259527,4
2023,203259572,4
2023,203259309,5
2023,205309028,4
2023,203259353,5
2023,205309055,5
2023,205308952,4
2023,205308894,5
2023,205308895,5
2023,205308971,4
2023,205309004,4
2023,205309068,4
2023,205309005,4
2023,205309006,5
2023,205308595,5
2023,205308597,5
2023,205308649,5
2023,205308697,3
2023,205309052,5
2023,205309053,5
2023,205309110,5
2023,205309149,5
2023,205309150,4
2023,205309158,5
2023,205309204,4
2023,205309205,4
2023,205309236,4
2023,205309237,4
2023,205308743,4
2023,205309095,5
2023,205309173,5
2023,205309134,4
2023,205309168,4
2023,205309199,5
2023,205309271,4
2023,205309395,4
2023,205309435,5
2023,205309558,4
2023,205309360,4
2023,205309365,5
2023,205309367,5
2023,205309372,5
2023,205309373,5
2023,205309450,4
2023,205309350,4
2023,205309386,5
2023,205309574,4
2023,205309429,5
2023,206499518,4
2023,206499519,4
2023,197655606,4
2023,197655607,5
2023,197655652,4
2023,197655386,5
2023,197655403,4
2023,197655523,4
2023,197655586,5
2023,188497939,2
2023,197655273,4
2023,197655645,4
2023,197655646,5
2023,205299687,6
2023,205299689,5
2023,197655670,4
2023,197655671,4
2023,197655400,5
2023,197656049,4
2023,197656050,4
2023,197655561,5
2023,197655920,5
2023,197655464,4
2023,197655465,5
2023,197655626,5
2023,197655674,5
2023,197655653,4
2023,197655796,4
2023,197655583,5
2023,197655654,4
2023,197655736,4
2023,199706510,5
2023,197655790,4
2023,197655900,5
2023,197655491,5
2023,197655659,4
2023,197655869,4
2023,197655631,5
2023,197655662,5
2023,197655708,5
2023,197655771,5
2023,197655800,4
2023,197655801,4
2023,197655842,5
2023,197656047,4
2023,197656090,4
2023,197655823,4
2023,197655719,5
2023,197655720,5
2023,197655688,5
2023,197655945,7
2023,199706548,5
2023,197656036,5
2023,197655857,5
2023,197656098,4
2023,197656073,5
2023,197655884,5
2023,197656095,5
2023,197656188,5
2023,197655880,5
2023,197655955,4
2023,197656084,5
2023,197656275,6
2023,197656241,5
2023,197656270,5
2023,197656215,5
2023,197656216,5
2023,197656096,5
2023,197656140,5
2023,197656219,4
2023,197656276,7
2023,197656277,5
2023,197656393,5
2023,197656313,4
2023,197656245,5
2023,197656361,5
2023,197656338,4
2023,197656422,4
2023,197656161,4
2023,197656162,5
2023,197656163,5
2023,197656220,6
2023,197656337,6
2023,197656388,4
2023,197656521,5
2023,197656584,4
2023,197656585,5
2023,197656259,4
2023,197656252,5
2023,197656436,5
2023,197656466,5
2023,197656334,5
2023,197656419,5
2023,197656420,5
2023,197656505,4
2023,197656546,4
2023,197656606,5
2023,197656745,4
2023,197656571,5
2023,197656919,5
2023,197656603,5
2023,197656940,5
2023,197656975,5
2023,197656656,4
2023,197656766,5
2023,197656800,5
2023,197656841,4
2023,197656844,5
2023,197656875,5
2023,197656923,4
2023,197657020,5
2023,203244103,4
2023,197657015,5
2023,197657121,4
2023,197657116,4
2023,197656878,4
2023,197657040,5
2023,197657107,4
2023,197657048,5
2023,197657049,5
2023,197657122,8
2023,197656909,4
2023,197656936,5
2023,197657084,5
2023,197656995,4
2023,197657264,4
2023,203244156,4
2023,197657327,5
2023,197657130,5
2023,197657405,5
2023,197657246,4
2023,197657248,5
2023,197657321,5
2023,197657226,4
2023,197657255,5
2023,197657502,5
2023,197657503,5
2023,197657477,4
2023,197657581,4
2023,197657317,5
2023,197657369,5
2023,197657466,5
2023,197657686,5
2023,197657706,4
2023,197657834,4
2023,197657835,4
2023,197657866,4
2023,197657570,5
2023,197657639,4
2023,197657771,5
2023,197657772,5
2023,197657820,5
2023,197658289,5
2023,197657578,5
2023,197657677,5
2023,197657603,5
2023,197657645,5
2023,197657646,5
2023,197657648,5
2023,197657650,5
2023,197657888,5
2023,197657931,4
2023,197657932,4
2023,197657962,5
2023,197657690,5
2023,197657636,5
2023,197657773,4
2023,197657809,4
2023,197657810,4
2023,197657848,5
2023,197657941,4
2023,197658034,5
2023,197657894,4
2023,197657895,4
2023,197657978,4
2023,197657979,5
2023,197658027,5
2023,197657896,5
2023,197657925,5
2023,197658008,5
2023,197658073,5
2023,197658020,5
2023,197658451,5
2023,197658151,5
2023,197658152,5
2023,203244061,5
2023,203244062,5
2023,203244063,5
2023,203244064,5
2023,203244065,5
2023,197658284,5
2023,197658323,5
2023,197658077,5
2023,197658103,5
2023,197658172,5
2023,197658288,5
2023,197658395,5
2023,197658257,4
2023,197658474,5
2023,197658536,5
2023,197658575,5
2023,197658229,5
2023,197658231,4
2023,197658267,5
2023,197658275,5
2023,197658558,5
2023,197658559,5
2023,197658355,5
2023,203244180,6
2023,203244182,5
2023,197658391,4
2023,197658738,5
2023,205299585,2
2023,197658899,5
2023,197658900,5
2023,197658591,5
2023,197658648,5
2023,197658687,5
2023,197658683,5
2023,197658818,4
2023,197658819,5
2023,197658820,5
2023,197658861,4
2023,197658994,5
2023,197658730,5
2023,197658835,5
2023,197658979,4
2023,197659094,5
2023,197658805,5
2023,197658806,4
2023,199706333,4
2023,199706358,5
2023,197659072,4
2023,197659073,4
2023,197658844,5
2023,197659081,4
2023,205299586,4
2023,197659150,5
2023,197658921,5
2023,197658986,5
2023,197659142,5
2023,197659173,5
2023,197659205,5
2023,203244239,4
2023,197659341,5
2023,197659203,5
2023,197659240,5
2023,197659277,4
2023,197659089,5
2023,197659137,4
2023,197659347,5
2023,197659348,5
2023,197659349,5
2023,197659404,4
2023,197659160,4
2023,197659231,5
2023,197659304,5
2023,197659367,5
2023,197659405,5
2023,197659406,5
2023,197659473,4
2023,197659308,5
2023,197659309,5
2023,197659390,4
2023,197659650,4
2023,197659476,4
2023,205299610,6
2023,197659628,5
2023,197659629,5
2023,197659291,5
2023,203244070,6
2023,197659516,5
2023,197659696,4
2023,197659573,5
2023,197659676,5
2023,197659523,3
2023,199706415,5
2023,199706416,5
2023,197659725,5
2023,205299644,4
2023,205299645,4
2023,197659793,5
2023,197659960,5
2023,197659790,4
2023,197659922,5
2023,197659924,5
2023,199706589,5
2023,199706591,5
2023,199706593,5
2023,197659923,5
2023,197659988,4
2023,197659989,5
2023,197660031,4
2023,197659957,5
2023,197659836,4
2023,197659903,5
2023,197660051,4
2023,197660115,5
2023,197659887,4
2023,197659889,4
2023,197659986,5
2023,197660071,5
2023,197660072,5
2023,197659917,5
2023,197659918,5
2023,197659978,5
2023,197660123,4
2023,197660027,5
2023,197659900,4
2023,197659930,4
2023,197659931,4
2023,199706728,4
2023,197660013,5
2023,197660121,5
2023,197660122,5
2023,197660304,4
2023,197660325,5
2023,197660126,5
2023,197660011,5
2023,197660026,4
2023,197660118,5
2023,199706756,5
2023,197660138,5
2023,199706360,4
2023,197660165,4
2023,199706597,5
2023,197660296,1
2023,197660218,4
2023,197660299,5
2023,197660431,4
2023,197660470,5
2023,199706833,3
2023,199707027,5
2023,199706795,5
2023,199706796,5
2023,199706797,5
2023,199706798,5
2023,199706799,5
2023,199706800,5
2023,199706841,4
2023,199706911,5
2023,199706922,5
2023,199706899,5
2023,199707026,4
2023,199707051,4
2023,203244505,5
2023,203244506,5
2023,199707097,4
2023,199707151,5
2023,199707207,5
2023,199707239,5
2023,203244339,5
2023,203244383,5
2023,199707272,5
2023,203244402,6
2023,199707337,4
2023,199707391,5
2023,199707589,4
2023,203244133,1
2023,199707496,5
2023,199707511,5
2023,199707512,4
2023,203244521,5
2023,203244545,4
2023,203244431,4
2023,203244466,5
2023,203244467,5
2023,203244502,5
2023,203244380,4
2023,203244381,5
2023,203245783,2
2023,203245864,5
2023,203245926,5
2023,203245949,5
2023,203244532,5
2023,203244558,5
2023,203244579,5
2023,203244580,5
2023,203244648,4
2023,203244680,5
2023,203244483,4
2023,205299609,6
2023,203244644,5
2023,203244665,5
2023,203244624,5
2023,203244713,5
2023,203244749,5
2023,203244641,4
2023,203244692,5
2023,203244693,5
2023,205299636,6
2023,203244802,4
2023,203244762,5
2023,203244763,5
2023,203244928,5
2023,203244842,5
2023,203244856,5
2023,203244902,5
2023,203244834,4
2023,203244878,5
2023,203244953,5
2023,203244896,5
2023,203244897,5
2023,203244913,5
2023,203244964,5
2023,203245003,5
2023,203245035,5
2023,203244927,5
2023,203244949,5
2023,205299691,5
2023,203245029,4
2023,203245049,5
2023,203245050,5
2023,203245113,5
2023,203245252,5
2023,203245227,5
2023,203245118,4
2023,203245140,5
2023,203245151,5
2023,203245172,4
2023,203245194,5
2023,203245219,5
2023,205299647,5
2023,203245192,5
2023,203245278,5
2023,203245420,5
2023,203245437,5
2023,203245438,5
2023,203245439,5
2023,203245440,5
2023,203245441,5
2023,203245442,5
2023,205299752,5
2023,203245363,5
2023,203245315,4
2023,205299817,4
2023,205299692,5
2023,205299693,5
2023,205299694,5
2023,205299718,4
2023,205299892,5
2023,205299893,5
2023,205299894,5
2023,205299850,3
2023,205299844,4
2023,205299862,4
2023,205299897,5
2023,205299917,4
2023,205299948,5
2023,205299809,5
2023,205299839,4
2023,205299852,4
2023,205299888,5
2023,205299836,5
2023,205299899,4
2023,205299896,5
2023,205300008,5
2023,205299988,2
2023,184564888,4
2023,188492820,5
2023,188492873,4
2023,188492909,4
2023,189443059,5
2023,189443122,5
2023,189443163,4
2023,191867943,4
2023,191867946,4
2023,191867948,4
2023,191868065,5
2023,191868144,5
2023,191868066,5
2023,191868067,5
2023,203315668,5
2023,203315667,5
2023,203315711,5
2023,188471380,4
2023,188471348,5
2023,188471349,5
2023,199707212,5
2023,199707213,5
2023,188471429,5
2023,188471504,5
2023,199707306,5
2023,188471406,5
2023,188471407,5
2023,188471519,5
2023,188471571,5
2023,188471458,5
2023,199707396,5
2023,188471473,5
2023,188471549,5
2023,188471646,5
2023,199710788,5
2023,199707565,5
2023,199707621,5
2023,188471699,5
2023,188471758,5
2023,199710694,4
2023,188471733,5
2023,199707716,5
2023,188471840,5
2023,199707749,4
2023,199707749,8
2023,199707876,4
2023,199707814,2
2023,199707812,5
2023,199707778,5
2023,199707867,4
2023,199707944,5
2023,199711246,5
2023,199708311,2
2023,199710917,4
2023,199711236,5
2023,199710937,4
2023,199710980,4
2023,199711207,5
2023,199710975,5
2023,199711141,5
2023,199711073,5
2023,199711216,2
2023,199711301,4
2023,199711055,5
2023,199711107,5
2023,199711244,5
2023,199711245,5
2023,199711394,4
2023,199711425,5
2023,199711426,5
2023,199711281,4
2023,199711445,4
2023,184564193,4
2023,184564387,5
2023,184564451,5
2023,184564021,2
2023,184564250,5
2023,184564341,5
2023,184564434,5
2023,184564435,4
2023,184564436,4
2023,184564285,5
2023,184564286,5
2023,184564359,5
2023,184564388,5
2023,184564454,4
2023,184564455,4
2023,184564462,5
2023,184564235,4
2023,184564236,5
2023,184564349,5
2023,184564382,5
2023,184564331,4
2023,184564523,5
2023,184564548,5
2023,184564580,5
2023,184564464,4
2023,193749122,5
2023,184564553,5
2023,184564666,5
2023,184564661,5
2023,184564518,4
2023,184564720,5
2023,184564721,4
2023,184564526,5
2023,186304756,4
2023,184564660,5
2023,184564618,5
2023,184564575,4
2023,184564576,4
2023,184564598,4
2023,184564637,5
2023,184564582,5
2023,184564583,5
2023,186304885,4
2023,186304904,5
2023,184564590,4
2023,186305081,5
2023,186304774,5
2023,186304800,2
2023,186304800,6
2023,186304839,5
2023,186304840,5
