data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,50444626,,51
2023,50444633,,51
2023,50444635,,51
2023,50444638,,3
2023,50444642,,51
2023,50444606,,51
2023,50444615,,51
2023,50444625,,51
2023,50444663,,51
2023,50444634,,51
2023,50444666,,51
2023,51452276,,51
2023,51452293,,51
2023,51452306,,51
2023,51452299,,51
2023,51452309,,51
2023,56545335,,51
2023,51452322,,51
2023,51452298,,51
2023,51452313,,51
2023,51452316,,51
2023,51458493,,51
2023,51458455,,51
2023,51458461,,51
2023,51458462,,51
2023,51458476,,3
2023,51458477,,3
2023,51458486,,51
2023,51458494,,51
2023,51458499,,52
2023,51458500,,51
2023,51458504,,51
2023,51458505,,51
2023,51458515,,51
2023,51458516,,51
2023,51458495,,3
2023,52291553,,52
2023,52291557,,51
2023,52291568,,51
2023,52291569,,51
2023,52291573,,51
2023,52291575,,51
2023,52291589,,51
2023,56545339,,51
2023,56545340,,51
2023,52291578,,51
2023,52291576,,51
2023,52291593,,51
2023,52291595,,51
2023,52291600,,51
2023,52291603,,51
2023,52774377,,51
2023,52774384,,51
2023,52774393,,51
2023,52774405,,51
2023,52774455,,51
2023,52774466,,51
2023,52774481,,51
2023,52774403,,51
2023,52774422,,51
2023,52774436,,51
2023,52774475,,52
2023,52774476,,52
2023,52774479,,51
2023,52774480,,51
2023,52774419,,51
2023,52774447,,51
2023,52774494,,51
2023,52774434,,51
2023,52774461,,51
2023,52774471,,51
2023,52774482,,51
2023,52774504,,51
2023,52774507,,51
2023,52774488,,51
2023,52774493,,51
2023,52774501,,51
2023,52774517,,51
2023,52774464,,51
2023,52774465,,51
2023,52774496,,51
2023,52774497,,51
2023,53158120,,51
2023,53158128,,51
2023,53158134,,51
2023,53158156,,51
2023,53158131,,51
2023,53158147,,51
2023,53158150,,51
2023,53158157,,51
2023,53794545,,51
2023,53794561,,51
2023,53794637,,51
2023,53794601,,51
2023,53794613,,51
2023,53794562,,51
2023,53794606,,51
2023,54455658,,51
2023,54455648,,51
2023,54455652,,51
2023,54455806,,51
2023,54455810,,51
2023,54455820,,51
2023,54455779,,51
2023,54455780,,51
2023,54455784,,51
2023,55686741,,51
2023,55686752,,52
2023,55686735,,51
2023,55686759,,51
2023,55686734,,51
2023,55686739,,51
2023,55686744,,51
2023,55686746,,51
2023,55686747,,51
2023,55686751,,51
2023,55686763,,51
2023,55686742,,51
2023,56224657,,51
2023,56224662,,51
2023,56224665,,51
2023,56224668,,51
2023,52290869,,51
2023,52290861,,51
2023,52290865,,51
2023,52290870,,51
2023,52290876,,51
2023,52290877,,51
2023,52290883,,51
2023,52290887,,51
2023,52290862,,51
2023,52290866,,51
2023,52290875,,51
2023,52290878,,51
2023,52290894,,51
2023,52290895,,51
2023,52290897,,51
2023,52290901,,51
2023,52290902,,51
2023,52290904,,51
2023,52290886,,51
2023,52290889,,51
2023,52290891,,52
2023,52290898,,51
2023,52290899,,51
2023,53157054,,51
2023,53157055,,51
2023,53157060,,51
2023,53157066,,51
2023,53157068,,51
2023,53157056,,51
2023,53157059,,51
2023,53157064,,51
2023,53157065,,51
2023,53157069,,51
2023,53157070,,51
2023,54454995,,51
2023,54454996,,51
2023,54454997,,51
2023,54454998,,51
2023,56224102,,51
2023,54454999,,51
2023,54455000,,51
2023,54455001,,51
2023,54455002,,51
2023,54455004,,51
2023,54455005,,51
2023,54455006,,51
2023,54455007,,51
2023,55685830,,51
2023,55685831,,51
2023,55685829,,51
2023,55685832,,51
2023,55685834,,51
2023,55685835,,51
2023,55685833,,51
2023,55685846,,51
2023,55685851,,51
2023,55685852,,51
2023,55685853,,51
2023,55685854,,51
2023,56224138,,51
2023,56224141,,51
2023,56224143,,51
2023,56224147,,51
2023,56224148,,51
2023,56224150,,51
2023,56224127,,51
2023,56224131,,51
2023,56224135,,51
2023,56224140,,51
2023,50449931,,51
2023,50449966,,51
2023,50449910,,51
2023,50449930,,51
2023,50449939,,51
2023,50449923,,51
2023,50881730,,3
2023,50881731,,51
2023,50881759,,51
2023,50881768,,51
2023,50881777,,51
2023,50881717,,51
2023,50881789,,51
2023,50881744,,51
2023,50881747,,51
2023,50881774,,51
2023,50881782,,51
2023,51456296,,51
2023,51456304,,51
2023,51456341,,51
2023,51456347,,51
2023,51456324,,51
2023,51456300,,3
2023,51461989,,51
2023,52780181,,51
2023,52780177,,51
2023,52780185,,51
2023,52780201,,51
2023,54462257,,51
2023,52780193,,51
2023,52780198,,51
2023,52780194,,51
2023,54462280,,51
2023,53163470,,3
2023,53802311,,51
2023,53802324,,51
2023,53802334,,51
2023,53802330,,51
2023,53802343,,51
2023,53802344,,51
2023,53802352,,51
2023,53802411,,51
2023,53802319,,51
2023,53802340,,51
2023,53802341,,51
2023,53802356,,51
2023,53802357,,51
2023,53802358,,51
2023,53802359,,51
2023,53802360,,51
2023,53802329,,9
2023,54462253,,51
2023,55698509,,51
2023,55698529,,51
2023,56229922,,51
2023,56229948,,51
2023,54457134,,51
2023,50445740,,51
2023,50445751,,51
2023,50445758,,51
2023,50445769,,51
2023,50445720,,51
2023,50445732,,51
2023,50445755,,51
2023,50445767,,51
2023,50445772,,51
2023,50445757,,51
2023,50445789,,51
2023,50445796,,51
2023,50445754,,51
2023,50445764,,51
2023,51680071,,51
2023,53795703,,51
2023,55689423,,51
2023,50445803,,51
2023,50445808,,51
2023,50445787,,51
2023,50445765,,51
2023,50445766,,51
2023,50445781,,51
2023,50445790,,51
2023,50445804,,51
2023,50445805,,3
2023,50445811,,51
2023,50445812,,3
2023,50445816,,3
2023,50445817,,51
2023,50445782,,51
2023,50445783,,3
2023,50445784,,3
2023,50445785,,51
2023,50445794,,51
2023,50445795,,51
2023,50445807,,51
2023,51459395,,51
2023,50445775,,51
2023,50445776,,51
2023,50445777,,51
2023,50445824,,51
2023,50445801,,51
2023,50878763,,51
2023,50878764,,51
2023,50878772,,51
2023,50878773,,51
2023,50878794,,51
2023,50878807,,51
2023,50878787,,51
2023,50878824,,51
2023,50878826,,51
2023,50878829,,51
2023,50878835,,51
2023,50878847,,51
2023,50878852,,51
2023,50878788,,51
2023,50878789,,51
2023,50878844,,3
2023,50878842,,51
2023,50878843,,51
2023,50878851,,51
2023,50878804,,51
2023,50878808,,51
2023,50878821,,51
2023,53795643,,51
2023,53795644,,51
2023,50878825,,51
2023,50878834,,51
2023,50878845,,51
2023,50878850,,51
2023,50878857,,51
2023,50878858,,51
2023,50878837,,51
2023,50878861,,51
2023,50878898,,51
2023,50878905,,51
2023,50447838,,52
2023,50447881,,51
2023,50447878,,51
2023,50447842,,51
2023,50447841,,3
2023,50447944,,51
2023,50447855,,3
2023,50447934,,51
2023,50447858,,51
2023,50447977,,51
2023,50447861,,51
2023,50447870,,51
2023,50447924,,51
2023,50447864,,51
2023,50880624,,51
2023,50880625,,3
2023,51461125,,51
2023,50880560,,51
2023,50880589,,51
2023,50880650,,51
2023,50880617,,51
2023,50880637,,51
2023,50880605,,51
2023,50880626,,3
2023,50880633,,51
2023,50880595,,51
2023,51461076,,51
2023,51461075,,51
2023,51461099,,51
2023,51461108,,51
2023,51461105,,51
2023,51461130,,3
2023,51461214,,51
2023,51461140,,51
2023,51461141,,3
2023,51461224,,51
2023,51461124,,3
2023,51461106,,3
2023,51461111,,3
2023,51681921,,51
2023,51461157,,51
2023,51461166,,51
2023,51461256,,51
2023,51461189,,51
2023,51682044,,52
2023,51681929,,51
2023,51681930,,51
2023,51681919,,51
2023,51681922,,52
2023,51682057,,51
2023,51681956,,51
2023,51681950,,51
2023,51681959,,51
2023,56228016,,51
2023,51681967,,3
2023,51681998,,51
2023,51681976,,51
2023,51682005,,51
2023,51682013,,51
2023,51681977,,51
2023,51681990,,51
2023,51682006,,3
2023,51682007,,3
2023,51682124,,52
2023,51682022,,51
2023,51682091,,51
2023,52296996,,51
2023,52296987,,51
2023,52297037,,51
2023,52297068,,51
2023,52297059,,3
2023,52297115,,51
2023,52297092,,51
2023,52297119,,51
2023,52297145,,51
2023,52297079,,51
2023,52297075,,51
2023,52297076,,51
2023,52297077,,51
2023,52297112,,51
2023,52297094,,51
2023,52297098,,51
2023,52777911,,51
2023,52777928,,51
2023,52777901,,51
2023,52777907,,51
2023,52777920,,51
2023,52777977,,51
2023,52778011,,51
2023,52778025,,51
2023,52777927,,51
2023,52777936,,51
2023,52778028,,51
2023,52777916,,51
2023,52777923,,3
2023,52777925,,3
2023,52777933,,3
2023,52777938,,5
2023,52777943,,51
2023,52777955,,51
2023,52778044,,52
2023,52777953,,51
2023,52777934,,51
2023,52777952,,52
2023,52777939,,51
2023,52777949,,51
2023,52777947,,51
2023,52777963,,51
2023,52777975,,51
2023,52778009,,51
2023,52777959,,51
2023,52777961,,51
2023,52777960,,51
2023,53161801,,51
2023,53161802,,51
2023,53161807,,51
2023,53161808,,51
2023,53161777,,51
2023,53161778,,51
2023,53161786,,51
2023,53161838,,51
2023,53161784,,51
2023,53161797,,51
2023,53161876,,3
2023,53161877,,51
2023,53161790,,51
2023,53161816,,51
2023,53161844,,1
2023,53161879,,1
2023,53161880,,51
2023,53161796,,51
2023,53161857,,51
2023,53161909,,51
2023,53161868,,51
2023,53161861,,51
2023,53161810,,51
2023,53799898,,51
2023,53799672,,51
2023,53799674,,51
2023,53799675,,51
2023,53799676,,51
2023,53799831,,51
2023,53799709,,51
2023,53799721,,51
2023,53799725,,3
2023,53799887,,51
2023,53799904,,51
2023,53799890,,52
2023,53799736,,51
2023,54460091,,51
2023,54460155,,51
2023,54460096,,51
2023,54460197,,51
2023,54460101,,51
2023,54460196,,3
2023,54460130,,3
2023,54460107,,3
2023,54460120,,51
2023,54460182,,51
2023,54460144,,3
2023,55694349,,51
2023,55694636,,51
2023,55694384,,51
2023,55694370,,51
2023,55694690,,51
2023,55694409,,51
2023,55694425,,51
2023,55694408,,51
2023,55694426,,51
2023,55694427,,51
2023,55694428,,51
2023,55694443,,51
2023,55694441,,51
2023,55694450,,51
2023,55694451,,51
2023,55694697,,1
2023,55694442,,51
2023,55694682,,1
2023,55694483,,51
2023,55694485,,51
2023,55694488,,51
2023,55694509,,51
2023,55694524,,51
2023,55694683,,51
2023,55694496,,51
2023,55694500,,51
2023,55694501,,51
2023,55694707,,51
2023,55694545,,51
2023,55694547,,51
2023,55694599,,51
2023,55694715,,51
2023,55694532,,51
2023,55694533,,51
2023,55694553,,51
2023,55694705,,1
2023,55694621,,3
2023,55694571,,51
2023,55694723,,51
2023,55694724,,3
2023,55694670,,3
2023,55694649,,51
2023,55694653,,51
2023,56227996,,51
2023,56228130,,51
2023,56228009,,51
2023,56228010,,51
2023,56228027,,52
2023,56228028,,51
2023,56228061,,51
2023,56228074,,51
2023,56228075,,51
2023,56228068,,52
2023,56228024,,51
2023,56228037,,51
2023,56228029,,51
2023,56228070,,51
2023,56228040,,51
2023,56228084,,51
2023,56228058,,51
2023,56228078,,51
2023,56228100,,51
2023,56228047,,51
2023,56228051,,1
2023,56228052,,51
2023,51456380,,51
2023,51456375,,51
2023,51456383,,51
2023,51683504,,51
2023,51456385,,51
2023,51456372,,51
2023,51456373,,51
2023,51456378,,51
2023,51456377,,51
2023,51456388,,51
2023,51456381,,51
2023,51456382,,51
2023,51456425,,51
2023,51456426,,51
2023,51456389,,51
2023,51456420,,51
2023,51456408,,51
2023,51456417,,51
2023,51456481,,1
2023,51456411,,51
2023,51456421,,51
2023,51456423,,51
2023,51456436,,51
2023,51456438,,52
2023,51456431,,51
2023,51456434,,51
2023,51456449,,51
2023,51456437,,51
2023,51683573,,51
2023,51683397,,51
2023,51683396,,51
2023,51683426,,51
2023,51683400,,51
2023,51683417,,51
2023,51683418,,51
2023,51683432,,51
2023,51683433,,51
2023,51683440,,3
2023,51683465,,51
2023,51683442,,51
2023,51683430,,52
2023,51683563,,52
2023,51683448,,51
2023,51683461,,51
2023,51683451,,51
2023,51683468,,51
2023,51683469,,51
2023,51683523,,51
2023,51683492,,51
2023,52299560,,51
2023,52299564,,51
2023,52299575,,51
2023,52299584,,3
2023,52299606,,51
2023,52299610,,51
2023,52299611,,51
2023,52299618,,51
2023,52299619,,51
2023,52299635,,3
2023,52299657,,51
2023,52780191,,51
2023,52780195,,51
2023,52780189,,51
2023,52780180,,51
2023,52780197,,51
2023,52780182,,51
2023,52780183,,51
2023,52780184,,51
2023,52780203,,51
2023,52780204,,51
2023,52780206,,51
2023,52780223,,3
2023,52780220,,51
2023,52780213,,51
2023,52780226,,51
2023,52780229,,51
2023,52780211,,51
2023,52780212,,51
2023,52780243,,51
2023,52780244,,51
2023,52780230,,51
2023,52780368,,51
2023,52780246,,51
2023,55698543,,51
2023,55698549,,51
2023,55698563,,51
2023,55698554,,51
2023,55698541,,51
2023,55698560,,51
2023,55698556,,51
2023,55698558,,51
2023,55698561,,51
2023,55698572,,51
2023,55698568,,51
2023,55698569,,51
2023,55698768,,51
2023,55698588,,51
2023,55698596,,51
2023,55698610,,51
2023,55698611,,51
2023,55698612,,51
2023,55698592,,51
2023,55698600,,51
2023,55698579,,51
2023,55698581,,51
2023,55698582,,51
2023,55698583,,51
2023,55698616,,51
2023,55698605,,51
2023,55698608,,51
2023,54462245,,51
2023,53802254,,51
2023,53802258,,51
2023,53802259,,51
2023,53802261,,51
2023,53802262,,51
2023,53802263,,51
2023,51459536,,3
2023,51459574,,51
2023,51459584,,51
2023,51459589,,51
2023,51459601,,51
2023,51459602,,51
2023,51459603,,51
2023,51459611,,51
2023,51459409,,51
2023,51459439,,51
2023,51459448,,51
2023,51459467,,3
2023,51459427,,51
2023,51459428,,1
2023,51459480,,51
2023,51459440,,51
2023,51459473,,51
2023,51459474,,51
2023,51459479,,51
2023,51459444,,51
2023,51459454,,51
2023,51459460,,51
2023,55689437,,51
2023,51459463,,51
2023,51680101,,51
2023,51459487,,51
2023,51459459,,51
2023,51680119,,51
2023,51680120,,51
2023,51459469,,51
2023,51459470,,51
2023,51459471,,51
2023,51459484,,51
2023,51680114,,51
2023,51680100,,51
2023,51680104,,51
2023,52293784,,51
2023,51680106,,51
2023,51680112,,51
2023,51680116,,51
2023,51680124,,51
2023,51680129,,51
2023,51680111,,51
2023,51680123,,51
2023,51680126,,51
2023,51680127,,51
2023,51680128,,51
2023,51680145,,51
2023,51680151,,3
2023,51680157,,51
2023,51680163,,51
2023,51680185,,51
2023,51680186,,51
2023,51680170,,9
2023,51680171,,9
2023,51680169,,51
2023,51680194,,51
2023,51680198,,51
2023,51680142,,51
2023,51680152,,51
2023,51680153,,51
2023,51680159,,51
2023,51680183,,51
2023,51680192,,51
2023,52293789,,51
2023,51680212,,51
2023,51680214,,51
2023,51680221,,51
2023,52293799,,51
2023,52293800,,51
2023,52293810,,51
2023,52293812,,51
2023,56226384,,51
2023,52293825,,51
2023,52293763,,51
2023,52293791,,51
2023,52293804,,3
2023,52293778,,51
2023,52293813,,51
2023,52293823,,51
2023,52293875,,51
2023,52293876,,51
2023,52293822,,51
2023,52293831,,51
2023,52293827,,52
2023,52293887,,51
2023,52293890,,51
2023,53795687,,51
2023,52293862,,51
2023,52293863,,51
2023,52293915,,51
2023,52293850,,51
2023,52293940,,51
2023,52293959,,51
2023,52293909,,51
2023,52293921,,51
2023,52293932,,51
2023,52293944,,51
2023,52293952,,51
2023,52293917,,51
2023,52293935,,3
2023,52293960,,51
2023,52293977,,51
2023,52775514,,51
2023,52775568,,51
2023,52775572,,51
2023,52775581,,51
2023,52775640,,51
2023,52775665,,52
2023,52775516,,51
2023,52775523,,51
2023,52775541,,51
2023,52775551,,51
2023,52775559,,51
2023,52775602,,51
2023,52775603,,51
2023,52775606,,51
2023,52775535,,51
2023,52775564,,51
2023,52775565,,51
2023,52775562,,51
2023,52775582,,51
2023,52775597,,51
2023,52775627,,51
2023,52775589,,51
2023,52775590,,51
2023,52775616,,51
2023,53795689,,51
2023,52775685,,51
2023,53159556,,51
2023,53159557,,51
2023,53159611,,51
2023,52775673,,51
2023,52775674,,51
2023,54457105,,51
2023,52775771,,51
2023,52775714,,51
2023,52775718,,51
2023,52775729,,51
2023,52775741,,51
2023,52775705,,51
2023,52775743,,5
2023,52775751,,51
2023,52775759,,51
2023,52775738,,7
2023,52775818,,51
2023,52775820,,51
2023,52775727,,51
2023,53159658,,51
2023,53159547,,51
2023,53159541,,51
2023,53159544,,51
2023,55689461,,51
2023,53159565,,51
2023,53159581,,51
2023,53159542,,51
2023,55689452,,51
2023,53159613,,51
2023,53159572,,51
2023,53159586,,51
2023,53159554,,51
2023,53159566,,51
2023,53159574,,51
2023,53159575,,51
2023,53159583,,51
2023,53159602,,51
2023,53159638,,51
2023,53159595,,51
2023,53159596,,51
2023,53159631,,51
2023,53159649,,51
2023,53159614,,51
2023,53159609,,51
2023,53159620,,51
2023,53159648,,51
2023,53159660,,51
2023,54457149,,51
2023,53159684,,51
2023,53159628,,51
2023,53159641,,51
2023,53159650,,51
2023,53159691,,51
2023,53159645,,51
2023,53159646,,51
2023,56226364,,51
2023,53795702,,51
2023,53795699,,3
2023,53795717,,51
2023,53795728,,51
2023,53795734,,51
2023,53795690,,3
2023,53795693,,51
2023,53795701,,51
2023,53795713,,51
2023,53795726,,51
2023,53795727,,51
2023,53159686,,51
2023,53795744,,51
2023,53795724,,51
2023,53795730,,51
2023,53795746,,51
2023,54457209,,51
2023,53795733,,51
2023,53795832,,51
2023,53795779,,51
2023,53795791,,51
2023,53795797,,51
2023,53795780,,51
2023,53795781,,51
2023,53795782,,51
2023,53795790,,51
2023,53795795,,51
2023,53795758,,51
2023,53795766,,51
2023,53795784,,51
2023,53795770,,3
2023,54457152,,51
2023,53795807,,51
2023,54457201,,51
2023,54457238,,51
2023,54457170,,51
2023,54457171,,51
2023,54457218,,51
2023,54457241,,51
2023,54457254,,51
2023,54457255,,51
2023,54457264,,51
2023,54457330,,51
2023,54457340,,51
2023,54457235,,51
2023,54457248,,51
2023,54457260,,3
2023,54457276,,51
2023,54457256,,51
2023,54457338,,51
2023,54457341,,51
2023,54457342,,51
2023,54457306,,51
2023,54457326,,51
2023,54457335,,51
2023,54457371,,51
2023,54457346,,51
2023,54457379,,51
2023,54457380,,51
2023,55689466,,51
2023,54457307,,51
2023,54457333,,51
2023,54457351,,52
2023,54457359,,51
2023,55689448,,51
2023,55689501,,51
2023,54457396,,51
2023,54457405,,51
2023,54457433,,51
2023,54457362,,51
2023,54457389,,51
2023,54457390,,51
2023,54457385,,51
2023,54457421,,51
2023,54457422,,51
2023,54457430,,51
2023,55689467,,51
2023,55689459,,51
2023,55689476,,51
2023,55689484,,51
2023,55689500,,51
2023,55689506,,51
2023,55689513,,51
2023,55689523,,51
2023,56546192,,51
2023,55689533,,3
2023,55689507,,51
2023,55689514,,51
