data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2023,12,163597642,1.400,1,14813452
2023,11,163597598,4.100,1,14813440
2023,5,163597598,2.500,1,14813441
2023,5,163597693,1.300,1,14813461
2023,16,163597689,1.000,9,14813457
2023,12,163597689,2.000,9,14813458
2023,12,163597595,1.900,1,14813439
2023,5,163597635,3.000,1,14813449
2023,5,163597652,3.000,1,14813453
2023,5,163597670,7.600,1,14813455
2023,5,163597695,11.500,1,14813464
2023,2,163597695,1.000,1,14813465
2023,12,163597748,2.000,9,14813473
2023,2,163597755,2.000,9,14813475
2023,17,163597692,2.000,9,14813460
2023,12,163597692,2.000,9,14813462
2023,8,163597692,1.000,9,14813463
2023,5,163597774,0.500,1,14813479
2023,5,164937703,2.600,1,14994422
2023,5,164937733,75.000,1,14994430
2023,5,164937828,1.000,9,14994480
2023,5,164937845,1.000,9,14994487
2023,16,164937853,11.000,9,14994488
2023,5,164937853,14.100,9,14994489
2023,16,164937898,2.000,9,14994503
2023,5,164937898,27.100,1,14994504
2023,16,164937802,2.000,9,14994464
2023,5,164937802,0.525,3,14994465
2023,12,164937950,18.800,1,14994511
2023,5,164937950,1.400,1,14994512
2023,16,164937937,21.000,9,14994509
2023,12,164937937,0.600,1,14994510
2023,12,164937988,1.000,9,14994520
2023,12,164937968,2.200,1,14994517
2023,5,164937981,1.000,9,14994518
2023,12,164938036,28.400,1,14994527
2023,12,164938060,1.300,1,14994531
2023,12,164938193,0.600,1,14994553
2023,4,164938193,0.500,1,14994554
2023,2,164938193,2.300,1,14994555
2023,16,164938175,3.000,9,14994546
2023,5,164938175,2.300,1,14994547
2023,4,164938175,0.500,1,14994548
2023,12,164938211,23.900,1,14994559
2023,5,164938211,5.500,1,14994560
2023,12,164938182,1.000,9,14994550
2023,12,164938195,30.400,1,14994556
2023,12,164938220,1.000,9,14994563
2023,16,164938187,3.000,9,14994551
2023,12,164938187,24.500,1,14994552
2023,5,166630245,8.500,1,15245440
2023,16,166630228,2.000,9,15245436
2023,12,166630228,2.600,1,15245437
2023,16,166630283,5.000,9,15245441
2023,12,166630418,2.000,9,15245463
2023,5,166630418,1.000,9,15245464
2023,16,166630424,2.000,9,15245465
2023,5,166630432,6.700,1,15245467
2023,1,166630432,1.100,1,15245468
2023,1,166630445,0.300,1,15245469
2023,5,166630315,19.000,1,15245446
2023,16,166630383,3.000,9,15245456
2023,12,166630383,1.600,1,15245457
2023,5,166630350,29.500,1,15245452
2023,2,166630357,0.900,1,15245453
2023,12,166630467,17.900,1,15245475
2023,11,166630467,1.400,1,15245476
2023,12,166630503,2.300,1,15245481
2023,12,166630510,0.500,1,15245483
2023,12,166630634,20.700,1,15245505
2023,12,166630661,1.000,9,15245510
2023,16,166630642,2.000,9,15245506
2023,16,169133593,4.000,9,15608540
2023,5,166630746,2.800,1,15245522
2023,5,166630749,4.300,1,15245524
2023,12,166630735,1.900,1,15245519
2023,5,166630735,1.700,1,15245520
2023,16,166630806,9.000,1,15245528
2023,5,169133842,0.400,1,15608592
2023,5,169133938,4.600,1,15608614
2023,5,169133909,14.300,1,15608606
2023,12,169133941,1.400,1,15608615
2023,12,169133971,1.000,1,15608622
2023,16,169133740,0.200,5,15608569
2023,5,169133740,7.000,1,15608570
2023,5,169133805,15.400,1,15608587
2023,16,169133877,1.100,1,15608600
2023,16,169133932,4.600,1,15608612
2023,16,169133970,3.000,9,15608619
2023,12,169133970,1.000,9,15608620
2023,5,169133970,1.000,9,15608621
2023,16,169133893,1.200,1,15608601
2023,13,169133893,1.400,1,15608602
2023,5,169133893,0.900,1,15608603
2023,16,169133953,2.000,9,15608617
2023,16,169134059,2.000,9,15608654
2023,5,169133851,110.300,9,15608596
2023,12,169134002,4.900,1,15608633
2023,16,169134041,1.000,9,15608644
2023,12,169134041,4.300,1,15608645
2023,12,169133980,4.800,1,15608626
2023,5,169133980,12.400,1,15608627
2023,12,169134049,0.600,1,15608651
2023,12,169134128,3.200,1,15608669
2023,12,169133898,2.800,1,15608604
2023,16,169134047,0.400,1,15608648
2023,12,169134047,0.300,1,15608649
2023,4,169134047,0.300,1,15608650
2023,12,169134117,1.900,1,15608665
2023,5,169134380,7.000,1,15608714
2023,5,169134006,6.200,1,15608635
2023,12,169134163,1.000,9,15608672
2023,5,169134206,1.000,9,15608683
2023,8,169133663,1.000,1,15608546
2023,12,169134224,0.600,1,15608688
2023,12,169134242,1.100,1,15608692
2023,16,169134277,15.000,9,15608698
2023,12,169134277,2.400,9,15608699
2023,12,169134211,6.100,1,15608685
2023,4,169134211,0.500,1,15608686
2023,7,169134250,14.000,9,15608696
2023,16,169134346,2.000,9,15608708
2023,12,169134346,2.000,5,15608709
2023,5,169134386,1.100,1,15608716
2023,12,169134398,5.700,1,15608718
2023,5,169134407,25.000,1,15608720
2023,16,169134429,5.000,9,15608723
2023,5,169134429,1.000,9,15608724
2023,5,169134365,1.000,3,15608711
2023,4,169134365,4.000,3,15608712
2023,2,169134365,1.000,3,15608713
2023,12,169134562,1.000,1,15608735
2023,12,169134459,4.400,1,15608725
2023,5,169134459,4.000,8,15608726
2023,4,169134459,0.400,1,15608727
2023,12,169134475,6.200,1,15608729
2023,16,169134582,0.900,1,15608737
2023,12,170552963,6.300,1,15812702
2023,5,169134561,2.500,1,15608734
2023,16,169134599,2.000,9,15608738
2023,12,169134599,1.600,1,15608740
2023,4,169134628,13.700,1,15608744
2023,12,169134815,0.800,1,15608754
2023,5,169134815,1.400,1,15608755
2023,13,169134861,7.500,9,15608761
2023,5,169134896,3.000,9,15608766
2023,5,169134924,8.100,1,15608770
2023,5,169134961,51.400,1,15608772
2023,5,169135003,1.500,1,15608776
2023,12,169134980,25.400,1,15608774
2023,5,169134980,6.300,1,15608775
2023,12,169135124,1.000,9,15608793
2023,11,169135124,1.000,9,15608794
2023,16,169135160,0.500,1,15608796
2023,16,169135061,3.000,9,15608779
2023,12,169135061,7.100,1,15608780
2023,4,169135061,0.700,1,15608781
2023,16,169135079,5.000,9,15608783
2023,16,170552831,3.000,9,15812678
2023,5,170552855,5.600,1,15812685
2023,2,170552855,0.300,1,15812686
2023,5,170552895,4.900,1,15812694
2023,16,170553009,30.000,9,15812708
2023,12,170553009,14.500,1,15812709
2023,5,170553009,8.300,1,15812710
2023,5,170553116,1.000,9,15812730
2023,5,170553027,1.000,9,15812713
2023,2,170553027,1.000,9,15812714
2023,16,173521164,0.400,1,16233820
2023,12,171700801,32.800,1,15974887
2023,12,170552970,22.500,1,15812704
2023,5,170552995,23.900,1,15812706
2023,5,170552938,4.000,1,15812698
2023,5,170552967,2.500,3,15812703
2023,4,170553221,1.900,1,15812745
2023,12,170552957,2.700,1,15812701
2023,12,170553008,1.700,1,15812712
2023,4,170553039,1.000,1,15812716
2023,5,170553224,15.000,1,15812746
2023,5,170553152,11.600,1,15812734
2023,5,170553191,0.600,3,15812740
2023,16,170553239,1.000,9,15812750
2023,16,170553064,5.000,9,15812722
2023,13,170553064,6.000,9,15812723
2023,5,170553108,0.500,3,15812727
2023,2,170553344,0.800,1,15812763
2023,5,170553413,17.700,1,15812775
2023,12,171700838,0.080,1,15974894
2023,5,171700838,0.300,1,15974895
2023,5,170553284,3.200,1,15812755
2023,12,170553333,1.700,1,15812762
2023,12,170553438,1.300,1,15812777
2023,5,171700690,7.100,1,15974868
2023,5,171700856,4.500,1,15974896
2023,5,171700986,35.100,1,15974920
2023,5,171700752,3.600,1,15974874
2023,16,171700767,7.000,9,15974879
2023,12,171700767,16.100,1,15974880
2023,5,171700767,6.000,1,15974881
2023,5,171700883,4.400,1,15974899
2023,16,171701003,10.400,1,15974923
2023,16,171700756,3.000,1,15974875
2023,5,171700756,3.700,1,15974876
2023,5,171700796,3.400,1,15974886
2023,12,171700817,0.900,1,15974890
2023,5,171701079,1.000,9,15974937
2023,12,171700830,3.100,1,15974892
2023,5,171700968,0.110,3,15974917
2023,12,171701042,1.600,1,15974925
2023,5,171701042,0.600,1,15974926
2023,16,171700921,39.000,9,15974906
2023,12,171700921,1.000,1,15974907
2023,16,171700992,1.000,9,15974921
2023,12,171701056,8.500,1,15974930
2023,5,171701056,4.500,1,15974931
2023,5,171700828,176.200,1,15974891
2023,12,171701216,0.500,1,15974975
2023,5,171701216,6.000,1,15974976
2023,12,171701051,2.500,1,15974928
2023,5,173521455,7.200,1,16233857
2023,2,173521455,0.300,1,16233858
2023,12,171701173,11.000,9,15974965
2023,4,171701225,1.000,1,15974977
2023,8,171701098,0.300,1,15974941
2023,12,171701180,1.000,9,15974967
2023,16,171701209,13.000,9,15974970
2023,12,171701209,1.600,1,15974971
2023,4,173521408,0.300,1,16233852
2023,12,173521253,2.600,1,16233836
2023,12,173521265,1.000,1,16233837
2023,16,173521420,26.000,9,16233853
2023,16,173521375,47.000,9,16233847
2023,12,173521375,5.000,9,16233848
2023,5,173521375,20.700,1,16233849
2023,12,173521400,1.000,9,16233851
2023,5,173521437,16.900,1,16233856
2023,16,173521431,1.000,9,16233855
2023,5,173521459,1.000,9,16233860
2023,5,173521468,0.200,1,16233861
2023,5,173521490,8.300,1,16233868
2023,5,173521530,2.000,9,16233873
2023,5,173521382,26.800,1,16233850
2023,12,173521796,12.500,1,16233907
2023,5,173521808,4.300,1,16233909
2023,16,173521694,3.000,9,16233888
2023,5,173521747,12.600,1,16233895
2023,12,173521822,24.000,9,16233912
2023,5,173521822,7.300,1,16233913
2023,5,173521718,67.600,1,16233890
2023,16,173521915,28.000,9,16233920
2023,16,173521938,1.000,9,16233921
2023,5,173521821,1.800,1,16233911
2023,5,173521903,2.000,9,16233919
2023,16,177746279,4.000,9,16793565
2023,8,177746279,2.000,9,16793566
2023,5,177746326,1.600,1,16793578
2023,12,177746380,1.500,1,16793597
2023,5,177746329,257.660,1,16793580
2023,2,177746329,0.700,1,16793582
2023,12,177746342,0.800,1,16793589
2023,5,177746330,3.000,1,16793584
2023,16,177746333,8.000,9,16793586
2023,12,177746341,3.200,1,16793588
2023,5,177747250,10.300,1,16793761
2023,11,177746357,7.500,1,16793591
2023,5,177746357,105.400,1,16793592
2023,16,177746374,1.000,9,16793595
2023,12,177746374,0.500,1,16793596
2023,12,177747029,3.600,1,16793719
2023,5,171675844,5.000,1,15972086
2023,5,171675906,1.000,1,15972091
2023,8,171675906,2.000,9,15972092
2023,5,171675894,4.000,1,15972088
2023,12,171675894,0.500,1,15972089
2023,5,171675994,4.800,1,15972096
2023,7,171675898,1.000,9,15972090
2023,2,171676137,0.100,1,15972104
2023,5,171674258,0.600,1,15971965
2023,5,171674387,1.000,1,15971982
2023,14,171674387,3.000,9,15971983
2023,5,171674426,22.000,1,15971986
2023,5,171675120,20.000,3,15972053
2023,5,171674651,1.000,1,15972005
2023,2,171674765,0.100,1,15972016
2023,5,171674765,1.000,1,15972017
2023,5,171674877,0.999,3,15972025
2023,2,171674851,2.000,1,15972023
2023,5,171674851,35.000,1,15972024
2023,12,171676988,2.000,1,15972160
2023,5,171675150,28.000,1,15972056
2023,5,171675108,0.999,3,15972051
2023,5,171675348,0.500,3,15972065
2023,5,171675427,2.000,1,15972067
2023,5,177695441,21.000,1,16787525
2023,5,177696171,0.200,1,16787577
2023,5,177696094,16.800,1,16787571
2023,5,177696084,6.000,1,16787570
2023,5,177696122,20.000,1,16787573
2023,5,177696229,15.100,1,16787580
2023,5,177696300,0.999,1,16787582
2023,5,177695538,3.300,1,16787533
2023,5,177695520,0.999,3,16787530
2023,5,177695508,5.000,1,16787529
2023,5,177695537,16.000,1,16787534
2023,5,177695591,1.900,1,16787536
2023,5,177695658,28.100,1,16787544
2023,5,177695717,13.100,1,16787547
2023,5,177697626,0.999,3,16787769
2023,12,177696978,1.000,9,16787629
2023,5,177696785,14.600,1,16787618
2023,5,180145912,0.300,1,17120500
2023,5,180145929,4.000,1,17120501
2023,5,180146014,3.900,1,17120506
2023,5,163565709,17.900,1,14809923
2023,2,173477851,1.000,1,16229727
2023,5,164917618,48.000,1,14992028
2023,5,163567367,1.000,1,14810025
2023,12,163567367,13.000,1,14810026
2023,1,163567480,138.000,1,14810032
2023,5,164916652,19.800,1,14991971
2023,5,163567898,27.000,1,14810046
2023,1,163568048,1.800,1,14810055
2023,12,163567948,1.000,1,14810048
2023,5,163568597,5.300,1,14810074
2023,2,163568993,0.500,1,14810140
2023,5,167294750,195.000,1,15350484
2023,8,167294750,6.000,9,15350485
2023,12,163570352,5.500,9,14810278
2023,5,163570352,4.660,1,14810279
2023,5,163570249,2.800,1,14810261
2023,5,163570582,13.500,1,14810298
2023,5,163570591,6.000,1,14810300
2023,5,163571349,15.000,1,14810385
2023,16,163571110,1.000,11,14810370
2023,5,163571970,231.000,1,14810418
2023,12,163572037,0.100,1,14810424
2023,5,163572037,37.500,1,14810425
2023,16,163572037,50.000,1,14810426
2023,1,163572330,4.000,9,14810434
2023,17,163572330,10.000,9,14810435
2023,12,163572875,2009.600,1,14810473
2023,5,163572967,60.400,1,14810478
2023,4,163572896,1.000,11,14810476
2023,2,163573063,1.000,1,14810487
2023,5,163573203,220.400,1,14810494
2023,5,163573479,1.000,1,14810516
2023,11,163573479,1.000,1,14810517
2023,5,177694055,56.900,1,16787388
2023,12,177694055,2.000,9,16787389
2023,5,163574773,88.000,1,14810591
2023,12,163574958,3.300,1,14810599
2023,5,163574958,1.000,1,14810600
2023,1,163575436,1.000,1,14810617
2023,5,163576017,17.400,1,14810653
2023,16,163576436,53.000,9,14810685
2023,5,179249057,11.000,1,16996405
2023,5,163576465,49.800,1,14810686
2023,5,163576828,48.000,4,14810705
2023,12,164919464,22.700,1,14992199
2023,5,164919464,9.740,3,14992200
2023,1,164919789,1.000,1,14992232
