data_year,weapon_id,offense_id,nibrs_weapon_id
2023,38,212015081,
2023,38,212015082,
2023,38,198881237,
2023,41,198881336,
2023,3,198881338,
2023,3,198881353,
2023,38,202849446,
2023,41,208094240,
2023,38,198881304,
2023,38,214132452,
2023,41,198881526,
2023,3,198881625,
2023,41,202849408,
2023,38,202849409,
2023,38,202849515,
2023,38,202849405,
2023,41,202849513,
2023,41,202849514,
2023,38,202849484,
2023,38,202849545,
2023,41,202849540,
2023,38,202849600,
2023,38,202849587,
2023,38,202849595,
2023,41,202874506,
2023,3,202874522,
2023,41,202874541,
2023,41,202874598,
2023,3,202874694,
2023,38,206197374,
2023,3,219734235,
2023,38,206197449,
2023,41,206197447,
2023,41,206197468,
2023,42,206197540,
2023,38,206197539,
2023,3,206197602,
2023,41,206197643,
2023,41,208094315,
2023,38,208094570,
2023,41,208094653,
2023,5,208094418,
2023,7,208094496,
2023,41,208094529,
2023,41,208094814,
2023,41,208094851,
2023,3,208094567,
2023,41,208094778,
2023,41,208094919,
2023,41,217684545,
2023,41,209608629,
2023,41,209608626,
2023,41,209608767,
2023,38,212015882,
2023,41,212015948,
2023,32,214132473,
2023,3,214132437,
2023,41,214132485,
2023,41,214132497,
2023,41,214133319,
2023,38,217684577,
2023,41,217684657,
2023,21,217684675,
2023,3,219734253,
2023,38,217684599,
2023,21,219734280,
2023,21,219734281,
2023,41,217684612,
2023,41,217684766,
2023,41,217684807,
2023,38,217684634,
2023,41,219734174,
2023,21,219735549,
2023,41,219734298,
2023,38,206193327,
2023,41,206193317,
2023,5,206193324,
2023,38,206193345,
2023,41,206193397,
2023,41,206193398,
2023,41,206193413,
2023,41,206193414,
2023,42,206193417,
2023,31,206193350,
2023,38,206193350,
2023,21,206193373,
2023,38,206193400,
2023,41,206193401,
2023,41,209602530,
2023,41,209602560,
2023,41,209602565,
2023,41,214129830,
2023,32,219731123,
2023,38,214129839,
2023,41,214129866,
2023,41,217680168,
2023,41,217680174,
2023,41,217680195,
2023,41,217680191,
2023,41,217680234,
2023,5,217680265,
2023,41,219731244,
2023,41,219731272,
2023,38,219731278,
2023,38,219731279,
2023,41,219731254,
2023,38,219731276,
2023,42,198908651,
2023,41,198908758,
2023,3,198908642,
2023,41,198908669,
2023,41,198908686,
2023,41,198908714,
2023,39,198908821,
2023,38,198908596,
2023,41,198908683,
2023,1,200663859,
2023,41,200664042,
2023,3,200663828,
2023,41,200664085,
2023,41,200663968,
2023,41,200663969,
2023,41,200664062,
2023,41,202866470,
2023,41,202866586,
2023,3,202866451,
2023,41,202894703,
2023,42,208122966,
2023,41,208122926,
2023,3,208122969,
2023,3,208123003,
2023,31,208123081,
2023,41,208123021,
2023,21,208123044,
2023,39,208123181,
2023,41,208123150,
2023,39,209637945,
2023,41,209637957,
2023,3,209637998,
2023,39,209637846,
2023,39,212058286,
2023,42,212058181,
2023,1,212058308,
2023,1,212058353,
2023,41,212058328,
2023,3,212058390,
2023,38,214167661,
2023,41,214167753,
2023,41,217743664,
2023,31,219761391,
2023,41,219761440,
2023,42,219761625,
2023,3,219761700,
2023,41,219761483,
2023,41,219761561,
2023,39,219761652,
2023,31,219761612,
2023,41,198887982,
2023,38,198887922,
2023,41,198887979,
2023,41,198888014,
2023,41,198888045,
2023,41,198888069,
2023,41,198888158,
2023,41,198887988,
2023,3,198888091,
2023,41,198888144,
2023,41,198888190,
2023,41,203797948,
2023,1,198888471,
2023,41,203797969,
2023,5,198888239,
2023,1,198888346,
2023,41,198888346,
2023,38,198888440,
2023,38,198888292,
2023,3,198888467,
2023,41,198888185,
2023,5,198888243,
2023,41,198888282,
2023,41,198888419,
2023,31,202879725,
2023,5,198888213,
2023,21,198888515,
2023,38,198888534,
2023,41,198888574,
2023,41,198888876,
2023,38,198888548,
2023,41,198888589,
2023,1,200647659,
2023,3,200647660,
2023,41,200647713,
2023,41,200647551,
2023,41,200647588,
2023,41,200647650,
2023,38,200647650,
2023,41,200647491,
2023,41,200647572,
2023,41,200647595,
2023,41,200647596,
2023,41,200647612,
2023,41,200647754,
2023,38,200647632,
2023,41,200647902,
2023,41,200647929,
2023,3,200648040,
2023,32,200647669,
2023,38,200648058,
2023,38,200647730,
2023,38,200647768,
2023,41,200647848,
2023,41,200647851,
2023,41,200648101,
2023,21,200648037,
2023,3,200648124,
2023,41,200648171,
2023,41,200648347,
2023,1,203797904,
2023,41,202879799,
2023,41,202879840,
2023,42,206210397,
2023,41,202879938,
2023,41,202880861,
2023,41,202880937,
2023,41,202880974,
2023,1,202881103,
2023,41,202881132,
2023,41,202881133,
2023,41,202879935,
2023,41,202880070,
2023,41,202880071,
2023,41,202880114,
2023,41,202879960,
2023,41,212022740,
2023,3,202880290,
2023,3,202879989,
2023,41,202880068,
2023,41,202880165,
2023,41,202880335,
2023,41,202880126,
2023,41,202880368,
2023,21,202880199,
2023,38,202880251,
2023,38,202880266,
2023,41,203798000,
2023,1,202880192,
2023,1,202880270,
2023,41,202880399,
2023,41,202880468,
2023,41,203798280,
2023,3,202880489,
2023,41,203798242,
2023,41,203798256,
2023,41,203798035,
2023,42,203798060,
2023,41,203798183,
2023,38,203798203,
2023,41,203798209,
2023,41,203798230,
2023,41,203798264,
2023,41,203798291,
2023,3,203798317,
2023,41,203798389,
2023,42,203798441,
2023,41,203798452,
2023,41,203798476,
2023,41,203798541,
2023,41,203798580,
2023,41,206210386,
2023,1,203798629,
2023,32,203798629,
2023,41,203798488,
2023,41,203798517,
2023,41,203798536,
2023,41,203798433,
2023,41,203798464,
2023,41,203798564,
2023,42,206210291,
2023,41,206210073,
2023,41,203798639,
2023,41,203798656,
2023,41,203798728,
2023,41,206210333,
2023,41,206210372,
2023,3,206210344,
2023,41,206210387,
2023,41,206210472,
2023,41,206210474,
2023,41,206210516,
2023,41,206210703,
2023,41,206210480,
2023,5,206210510,
2023,41,206210745,
2023,38,206210792,
2023,41,206210668,
2023,41,206210809,
2023,42,206210964,
2023,41,206210827,
2023,41,206210855,
2023,41,206211053,
2023,41,212022790,
2023,41,206211196,
2023,38,209617630,
2023,41,206210930,
2023,41,206210958,
2023,41,206211035,
2023,41,206211288,
2023,41,208100302,
2023,41,208100613,
2023,41,208100049,
2023,41,208100125,
2023,41,208100228,
2023,42,208100286,
2023,42,217698333,
2023,39,208100456,
2023,41,208100283,
2023,41,208100353,
2023,41,208100469,
2023,41,208100300,
2023,41,208100460,
2023,41,208100553,
2023,1,208100386,
2023,41,208100489,
2023,41,208100520,
2023,41,208100570,
2023,38,208100736,
2023,38,208100438,
2023,38,208100476,
2023,41,214140455,
2023,1,214140649,
2023,41,208100803,
2023,32,209618067,
2023,1,208100579,
2023,41,208100608,
2023,38,208100649,
2023,42,208100746,
2023,41,208100783,
2023,7,208101071,
2023,41,208101189,
2023,41,208100836,
2023,3,208100875,
2023,38,208101049,
2023,41,208101110,
2023,41,208101112,
2023,41,208101029,
2023,41,208101104,
2023,41,209618332,
2023,41,209618333,
2023,41,208101142,
2023,41,209617743,
2023,41,209617744,
2023,38,209617672,
2023,41,209617732,
2023,41,209617840,
2023,41,209617885,
2023,41,209617927,
2023,41,209617903,
2023,38,208101170,
2023,42,209618015,
2023,39,217698380,
2023,41,209617761,
2023,38,209617877,
2023,38,209617919,
2023,38,209617845,
2023,41,209617847,
2023,41,209617884,
2023,32,209617946,
2023,41,209618040,
2023,41,209618135,
2023,41,209618211,
2023,39,209618011,
2023,41,209618134,
2023,3,209618212,
2023,3,209618129,
2023,3,209618156,
2023,3,209618209,
2023,1,209618244,
2023,41,209618274,
2023,1,214140261,
2023,41,209618253,
