data_year,criminal_act_id,offense_id
2023,6,198881307
2023,6,198881308
2023,6,198881337
2023,6,198881338
2023,5,198881353
2023,6,198881390
2023,8,198881093
2023,6,198881094
2023,6,198881153
2023,6,198881154
2023,8,198881228
2023,8,198881229
2023,6,198881348
2023,6,198881349
2023,6,198881399
2023,6,198881556
2023,6,198881189
2023,6,198881242
2023,9,198881304
2023,6,198881369
2023,3,212015792
2023,6,198881571
2023,6,202849456
2023,6,202849467
2023,3,212015884
2023,6,220938035
2023,6,220938036
2023,3,208094025
2023,6,202849616
2023,6,202849507
2023,6,202849562
2023,6,202849564
2023,6,202849579
2023,8,202874471
2023,6,202874472
2023,8,202874521
2023,6,202874522
2023,6,202874499
2023,3,212015911
2023,3,212015940
2023,6,202874555
2023,6,202874568
2023,6,202874569
2023,6,202874704
2023,6,202874617
2023,6,202874603
2023,6,202874616
2023,6,202874624
2023,6,202874642
2023,6,202874643
2023,6,202874693
2023,6,202874694
2023,6,202874602
2023,6,206197375
2023,6,206197376
2023,6,206197492
2023,6,206197493
2023,6,206197502
2023,6,206197503
2023,6,206197558
2023,6,220938059
2023,6,220938060
2023,6,206197521
2023,6,206197523
2023,5,206197602
2023,6,206197512
2023,6,206197600
2023,6,206197609
2023,6,208094134
2023,3,208094396
2023,6,208094523
2023,6,208094526
2023,1,208094331
2023,1,208094333
2023,6,208094413
2023,3,208094456
2023,2,208094530
2023,6,208094611
2023,6,208094616
2023,6,208094496
2023,6,208094710
2023,6,208094711
2023,6,208094462
2023,6,208094463
2023,8,208094695
2023,6,208094733
2023,6,208094734
2023,1,208094613
2023,6,208094651
2023,6,208094686
2023,6,208094723
2023,6,208094724
2023,6,208094566
2023,6,208094567
2023,6,208094715
2023,6,209608489
2023,6,209608558
2023,6,209608729
2023,6,209608521
2023,1,209608570
2023,6,209608606
2023,6,209608608
2023,8,209608802
2023,1,209608829
2023,1,209608579
2023,6,212015732
2023,6,212015733
2023,6,212015813
2023,6,212016153
2023,6,212016154
2023,6,212015817
2023,6,212015818
2023,6,212015981
2023,6,214132423
2023,6,214132437
2023,6,214132471
2023,8,214132472
2023,6,217684601
2023,6,217684633
2023,1,217684705
2023,6,217684613
2023,6,217684628
2023,4,217684641
2023,6,217684731
2023,6,217684732
2023,6,217684654
2023,6,217684655
2023,6,217684671
2023,6,217684672
2023,6,217684784
2023,1,217684832
2023,8,217684688
2023,8,217684689
2023,6,219734187
2023,6,219734257
2023,6,219734267
2023,6,219734268
2023,6,219734303
2023,6,219734316
2023,6,219734372
2023,6,219734390
2023,6,206193311
2023,6,206193312
2023,6,206193318
2023,6,206193321
2023,6,206193329
2023,6,206193330
2023,6,206193335
2023,6,206193336
2023,6,206193354
2023,6,206193363
2023,6,206193364
2023,6,206193313
2023,6,206193314
2023,6,206193324
2023,6,206193371
2023,6,206193386
2023,6,206193408
2023,8,209602523
2023,6,209602534
2023,3,209602543
2023,6,209602544
2023,6,209602547
2023,6,209602552
2023,6,209602553
2023,6,209602558
2023,6,209602559
2023,6,209602535
2023,6,209602541
2023,7,209602551
2023,6,214129831
2023,6,214129838
2023,6,214129848
2023,6,214129849
2023,6,214129853
2023,12,214129850
2023,6,214129859
2023,6,214129860
2023,6,214129865
2023,1,217680169
2023,1,217680207
2023,1,217680263
2023,1,217680264
2023,3,217680265
2023,3,219731256
2023,1,219731257
2023,1,219731265
2023,3,219731287
2023,3,219731288
2023,3,219731290
2023,3,219731269
2023,1,197103370
2023,3,198908815
2023,8,198908642
2023,6,200663858
2023,6,200663859
2023,8,200663960
2023,8,200664011
2023,8,200663794
2023,6,200663827
2023,6,200663828
2023,6,200663907
2023,6,202866437
2023,6,202866451
2023,14,202894683
2023,5,208122969
2023,5,208123003
2023,8,208122990
2023,5,208123077
2023,8,208123102
2023,8,208123019
2023,5,208123056
2023,12,208123134
2023,14,208123161
2023,7,214167828
2023,8,209637775
2023,5,209637883
2023,3,209637996
2023,3,209637997
2023,5,209637998
2023,8,209637882
2023,3,212058090
2023,8,212058138
2023,8,212058235
2023,5,212058303
2023,5,212058307
2023,5,212058308
2023,3,212058273
2023,3,212058351
2023,5,212058353
2023,5,212058394
2023,1,212058790
2023,8,212058454
2023,5,212058254
2023,1,214167609
2023,5,214167602
2023,5,214167671
2023,8,214167680
2023,1,217743620
2023,5,219761497
2023,5,219761700
2023,8,219761603
2023,9,198887922
2023,6,198887931
2023,6,198887932
2023,2,200647792
