data_year,groupb_arrestee_id,weapon_code,weapon_id
2023,48216670,01,51
2023,48216678,01,51
2023,48509043,01,51
2023,48509046,01,51
2023,48509061,01,51
2023,48509047,01,51
2023,48509063,01,51
2023,48509066,01,51
2023,48509065,01,51
2023,48509031,01,51
2023,48509045,01,51
2023,48509048,01,51
2023,48509060,01,51
2023,48509064,01,51
2023,48509067,01,51
2023,48509052,01,51
2023,48509049,01,51
2023,48920471,01,51
2023,48920481,01,51
2023,48925724,01,51
2023,48925728,01,51
2023,49862022,01,51
2023,49862011,01,51
2023,49862032,01,51
2023,49862015,01,51
2023,49862112,01,51
2023,49862119,01,51
2023,49862053,01,51
2023,49862044,01,51
2023,49862115,01,51
2023,49862146,01,51
2023,49862150,01,51
2023,49862139,01,51
2023,49862060,01,51
2023,49862149,01,51
2023,49862133,01,51
2023,49862153,01,51
2023,49862144,01,51
2023,49862151,01,51
2023,50130291,01,51
2023,50130280,01,51
2023,50130302,01,51
2023,50130287,01,51
2023,50560716,01,51
2023,50560727,01,51
2023,50560712,01,51
2023,50560707,01,51
2023,50560722,01,51
2023,50560723,01,51
2023,50907564,01,51
2023,51497041,01,51
2023,51497017,01,51
2023,51497027,01,51
2023,51496990,01,51
2023,51496941,01,51
2023,51496959,01,51
2023,51834557,01,51
2023,51834583,01,51
2023,51834560,01,51
2023,48213313,01,51
2023,48213315,01,51
2023,48213318,01,51
2023,48213322,01,51
2023,48213319,01,51
2023,48213323,01,51
2023,48213325,01,51
2023,48213330,01,51
2023,48213331,01,51
2023,48213314,01,51
2023,48213316,01,51
2023,48213320,01,51
2023,48213317,01,51
2023,48213321,01,51
2023,48213324,01,51
2023,48213326,01,51
2023,48213328,01,51
2023,48213333,01,51
2023,48213327,01,51
2023,48506048,01,51
2023,48505995,01,51
2023,48506064,01,51
2023,48506068,01,51
2023,48506062,01,51
2023,48506069,01,51
2023,48506001,01,51
2023,48506016,01,51
2023,48506010,01,51
2023,48506018,16,52
2023,48506023,01,51
2023,48506031,01,51
2023,48506037,01,51
2023,48506039,01,51
2023,48506045,01,51
2023,48506032,01,51
2023,48506036,01,51
2023,48506047,01,51
2023,48506049,01,51
2023,48505998,01,51
2023,48506005,01,51
2023,48506008,01,51
2023,48506014,01,51
2023,48505999,01,51
2023,48506003,01,51
2023,48506021,01,51
2023,48506026,01,51
2023,48506055,01,51
2023,48506058,16,52
2023,48506024,01,51
2023,48506041,01,51
2023,48506044,01,51
2023,48506051,01,51
2023,48506053,01,51
2023,48923228,01,51
2023,48923234,01,51
2023,48923227,01,51
2023,48923231,01,51
2023,48923237,01,51
2023,48923214,01,51
2023,48923206,01,51
2023,48923211,01,51
2023,48923215,01,51
2023,48923244,01,51
2023,48923246,16,52
2023,48923250,01,51
2023,48923245,01,51
2023,48923248,01,51
2023,48923198,01,51
2023,48923197,01,51
2023,48923202,01,51
2023,48923239,01,51
2023,48923241,01,51
2023,48923203,01,51
2023,48923209,01,51
2023,48923213,01,51
2023,48923205,01,51
2023,48923226,01,51
2023,48923229,01,51
2023,48923230,01,51
2023,48923232,01,51
2023,48923240,01,51
2023,48923265,01,51
2023,48923266,01,51
2023,48923267,01,51
2023,48923268,01,51
2023,48923269,01,51
2023,48923270,01,51
2023,50556393,01,51
2023,49523107,01,51
2023,49090014,01,51
2023,49090035,01,51
2023,49090055,01,51
2023,49090068,01,51
2023,49090008,01,51
2023,49090023,01,51
2023,49090044,01,51
2023,49090062,01,51
2023,49090009,01,51
2023,49090020,01,51
2023,49090049,01,51
2023,49090047,01,51
2023,49090063,01,51
2023,49090078,01,51
2023,49090099,01,51
2023,49090079,01,51
2023,49090097,01,51
2023,49090115,01,51
2023,49090087,01,51
2023,49090106,01,51
2023,49090126,01,51
2023,49090056,01,51
2023,49090072,01,51
2023,49090089,01,51
2023,49090002,01,51
2023,49090011,01,51
2023,49090029,01,51
2023,49090042,12,3
2023,49090105,01,51
2023,49089992,01,51
2023,49089999,01,51
2023,49090066,01,51
2023,49090074,01,51
2023,49090083,01,51
2023,49090093,01,51
2023,49090031,01,51
2023,49090036,01,51
2023,49090127,01,51
2023,49090132,01,51
2023,49090135,01,51
2023,49090139,01,51
2023,49090141,01,51
2023,49089998,01,51
2023,49090005,01,51
2023,49090137,01,51
2023,49090140,01,51
2023,49090144,01,51
2023,49090147,01,51
2023,49523111,01,51
2023,49523102,01,51
2023,49523103,01,51
2023,49523104,01,51
2023,49523105,01,51
2023,49523109,01,51
2023,49523112,12,3
2023,49523116,01,51
2023,49523110,01,51
2023,49523113,01,51
2023,49523100,01,51
2023,49523101,01,51
2023,49523106,01,51
2023,49523108,01,51
2023,49523114,01,51
2023,49857710,01,51
2023,49857730,01,51
2023,49857708,01,51
2023,49857709,01,51
2023,49857722,01,51
2023,49857723,01,51
2023,49857736,01,51
2023,49857728,01,51
2023,49857718,01,51
2023,49857713,01,51
2023,49857715,01,51
2023,49857717,01,51
2023,49857719,01,51
2023,49857711,01,51
2023,49857712,01,51
2023,49857714,01,51
2023,49857716,01,51
2023,49857721,01,51
2023,49857724,01,51
2023,49857725,01,51
2023,49857727,01,51
2023,49857726,01,51
2023,49857732,01,51
2023,49857734,01,51
2023,50127023,01,51
2023,50127029,01,51
2023,50126971,01,51
2023,50127026,12,3
2023,50127034,01,51
2023,50126965,01,51
2023,50126969,12,3
2023,50126972,01,51
2023,50126978,01,51
2023,50126980,01,51
2023,50126968,13,5
2023,50126975,01,51
2023,50126967,12,3
2023,48214967,01,51
2023,48214935,01,51
2023,48214999,01,51
2023,48214957,01,51
2023,48214974,01,51
2023,48214949,01,51
2023,48214973,01,51
2023,48214962,01,51
2023,48214986,01,51
2023,48214985,01,51
2023,48214996,01,51
2023,48214960,01,51
2023,48214965,01,51
2023,48214955,01,51
2023,48214942,01,51
2023,48215004,01,51
2023,48214987,01,51
2023,48214963,01,51
2023,48214975,01,51
2023,48215001,01,51
2023,48214966,01,51
2023,48214903,01,51
2023,48214981,01,51
2023,48214993,01,51
2023,48214921,01,51
2023,48215005,01,51
2023,48214979,01,51
2023,48214991,01,51
2023,48214913,01,51
2023,48214926,01,51
2023,48507483,01,51
2023,48507666,01,51
2023,48507932,01,51
2023,48507513,01,51
2023,48507626,01,51
2023,48507812,01,51
2023,48507397,01,51
2023,48507526,01,51
2023,48507628,01,51
2023,48507693,01,51
2023,48507442,01,51
2023,48507409,01,51
2023,48507416,01,51
2023,48507498,01,51
2023,48507658,01,51
2023,48507562,01,51
2023,48507655,01,51
2023,48507527,01,51
2023,48507588,01,51
2023,48507630,01,51
2023,48507731,01,51
2023,48507424,01,51
2023,48507451,01,51
2023,48507591,01,51
2023,48507700,01,51
2023,48507589,01,51
2023,48924311,01,51
2023,48924333,01,51
2023,48924353,01,51
2023,48924322,01,51
2023,48924327,01,51
2023,48924325,01,51
2023,48924323,01,51
2023,48924326,01,51
2023,48924328,01,51
2023,48924314,01,51
2023,48924422,01,51
2023,48924321,01,51
2023,48924369,01,51
2023,48924342,01,51
2023,48924358,01,51
2023,48924360,01,51
2023,48924329,01,51
2023,48924341,01,51
2023,48924384,01,51
2023,48924352,01,51
2023,48924355,01,51
2023,48924313,01,51
2023,48924330,01,51
2023,48924334,01,51
2023,48924315,01,51
2023,49090939,01,51
2023,49090937,01,51
2023,49090952,01,51
2023,49090940,01,51
2023,49090938,01,51
2023,49090936,01,51
2023,49090964,01,51
2023,49091057,01,51
2023,49090958,01,51
2023,49090935,01,51
2023,49090932,01,51
2023,49090930,12,3
2023,49090931,01,51
2023,49090933,01,51
2023,49090934,01,51
2023,49090944,01,51
2023,49525271,01,51
2023,49525130,01,51
2023,49525151,01,51
2023,49525584,01,51
2023,49525140,01,51
2023,49525117,01,51
2023,49525581,01,51
2023,49525118,01,51
2023,49525160,01,51
2023,49525188,01,51
2023,49525155,01,51
2023,49525178,01,51
2023,49525201,01,51
2023,49525219,01,51
2023,49525204,01,51
2023,49525231,01,51
2023,49525111,01,51
2023,49525351,01,51
2023,49525210,01,51
2023,49525250,01,51
2023,49525244,01,51
2023,49525292,01,51
2023,49525192,01,51
2023,49525206,01,51
2023,49525228,01,51
2023,49525142,01,51
2023,49525191,01,51
2023,49525223,01,51
2023,49525272,01,51
2023,49859615,01,51
2023,49859699,01,51
2023,49859612,01,51
2023,49859634,01,51
2023,49859588,01,51
2023,49859559,01,51
2023,49859688,01,51
2023,49859663,01,51
2023,49859653,01,51
2023,49859562,01,51
2023,49859622,01,51
2023,49859632,01,51
2023,49859636,01,51
2023,49859708,01,51
2023,50128497,01,51
2023,50128469,01,51
2023,50128517,01,51
2023,50128578,01,51
2023,50128492,01,51
2023,50128508,01,51
2023,50128473,01,51
2023,50128538,01,51
2023,50128504,01,51
2023,50128596,01,51
2023,50128541,01,51
2023,50128526,01,51
2023,50128500,01,51
2023,50128533,01,51
2023,50128503,01,51
2023,50128543,01,51
2023,50128570,01,51
2023,50128514,01,51
2023,50128520,01,51
2023,50128534,01,51
2023,50128535,01,51
2023,50128530,01,51
2023,50128521,01,51
2023,50128527,01,51
2023,50128510,01,51
2023,50128616,01,51
2023,50128528,01,51
2023,50128553,01,51
2023,50128581,01,51
2023,50128536,01,51
2023,50128563,01,51
2023,50128482,01,51
2023,50128515,01,51
2023,50558879,01,51
2023,50558876,01,51
2023,50558881,01,51
2023,50558870,01,51
2023,50558865,01,51
2023,50558872,01,51
2023,50558868,01,51
2023,50558880,01,51
2023,50558866,01,51
2023,50558863,01,51
2023,50558873,16,52
2023,50558874,01,51
2023,50558867,01,51
2023,50558875,01,51
2023,50558883,01,51
2023,50558878,01,51
2023,50559003,01,51
2023,50558862,01,51
2023,50558864,01,51
2023,50558884,01,51
2023,50558861,01,51
2023,50558869,01,51
2023,50558882,01,51
2023,50558871,01,51
2023,50558877,01,51
2023,50905216,01,51
2023,50905219,01,51
2023,50905229,01,51
2023,50905241,01,51
2023,50905193,01,51
2023,50905245,01,51
2023,50905258,01,51
2023,50905176,01,51
2023,50905203,01,51
2023,50905182,01,51
2023,50905178,01,51
2023,50905213,01,51
2023,50905253,01,51
2023,50905173,01,51
2023,50905225,01,51
2023,50905233,01,51
2023,50905261,01,51
2023,50905177,01,51
2023,50905187,01,51
2023,51492688,01,51
2023,51492724,01,51
2023,51492108,01,51
2023,51492163,01,51
2023,51492174,01,51
2023,51492202,01,51
2023,51492208,01,51
2023,51492136,01,51
2023,51492191,12,3
2023,51492170,01,51
2023,51492162,01,51
2023,51492178,01,51
2023,51492707,01,51
2023,51492669,01,51
2023,51492686,01,51
2023,51492159,01,51
2023,51492169,01,51
2023,51492168,01,51
2023,51492122,01,51
2023,51492188,01,51
2023,51492092,01,51
2023,51492113,01,51
2023,51492179,01,51
2023,51492125,01,51
2023,51492735,01,51
2023,51492117,01,51
2023,51492150,01,51
2023,51492132,01,51
2023,51492141,01,51
2023,51492219,01,51
2023,51492701,01,51
2023,51492726,01,51
2023,51492212,01,51
2023,51492173,01,51
2023,51492211,01,51
2023,51492127,01,51
2023,51492244,01,51
2023,51492296,01,51
2023,51492781,01,51
2023,51492769,01,51
2023,51492312,12,3
2023,51492330,01,51
2023,51492273,01,51
2023,51492295,01,51
2023,51492284,01,51
2023,51492275,01,51
2023,51492262,01,51
2023,51492304,01,51
2023,51492313,01,51
2023,51492258,01,51
2023,51492293,01,51
2023,51492338,01,51
2023,51492271,01,51
2023,51492301,01,51
2023,51492279,01,51
2023,51492215,01,51
2023,51492221,01,51
2023,51492228,01,51
2023,51492285,01,51
2023,51492315,01,51
2023,51492281,01,51
2023,51492198,01,51
2023,51492209,01,51
2023,51832464,01,51
2023,51832442,01,51
2023,51832440,01,51
2023,51832491,01,51
2023,51832504,01,51
2023,51832410,01,51
2023,51832451,01,51
2023,51832478,01,51
2023,51832469,01,51
2023,51832495,01,51
2023,51832438,01,51
2023,51832430,01,51
2023,51832437,01,51
2023,51832512,01,51
2023,51832446,01,51
2023,51832470,01,51
2023,51832461,01,51
2023,51832494,01,51
2023,51832434,01,51
2023,51832422,01,51
2023,51832499,01,51
2023,51832439,01,51
2023,51832453,01,51
2023,51832435,01,51
2023,51832456,01,51
2023,51832513,01,51
2023,51832448,01,51
2023,51832475,01,51
2023,51832471,01,51
2023,51832522,01,51
2023,51832547,01,51
2023,51832571,01,51
2023,51832423,01,51
2023,51832429,01,51
2023,51832477,01,51
2023,51832457,01,51
2023,51832564,01,51
2023,51832450,01,51
2023,51832548,01,51
2023,51832406,01,51
2023,51832433,01,51
2023,51832445,01,51
2023,51832412,01,51
2023,51832425,01,51
2023,51832560,01,51
2023,51832444,01,51
2023,51832458,01,51
2023,51832462,01,51
2023,51832479,01,51
2023,51832557,01,51
2023,51832546,01,51
2023,51832593,01,51
2023,48920759,01,51
2023,48920822,01,51
2023,48920856,01,51
2023,48920855,01,51
2023,48920833,01,51
2023,48920862,01,51
2023,48920878,01,51
2023,48920773,01,51
2023,48920885,01,51
2023,48920853,01,51
2023,50126970,01,51
2023,50126973,01,51
2023,50126974,01,51
2023,50126977,01,51
2023,50126966,01,51
2023,50126976,01,51
2023,50126979,01,51
2023,50126982,01,51
2023,50556447,01,51
2023,50556427,01,51
2023,50556430,01,51
2023,50556434,01,51
2023,50556440,01,51
2023,50556429,01,51
2023,50556442,01,51
2023,50556445,01,51
2023,50556451,01,51
2023,50556439,01,51
2023,50556444,01,51
2023,50556448,01,51
2023,50556450,01,51
2023,50556452,01,51
2023,50556431,01,51
2023,50556436,01,51
2023,50556435,01,51
2023,50556438,01,51
2023,50556441,01,51
2023,50556443,01,51
2023,50556446,01,51
2023,50556449,01,51
2023,50556433,01,51
2023,50556428,01,51
2023,50556432,01,51
2023,50556437,01,51
2023,51488406,01,51
2023,51488420,01,51
2023,50903483,01,51
2023,50903482,01,51
2023,50903484,01,51
2023,50903476,01,51
2023,50903474,01,51
2023,50903478,01,51
2023,50903485,01,51
2023,50903490,01,51
2023,50903495,01,51
2023,50903467,01,51
2023,50903421,01,51
2023,50903438,01,51
2023,50903422,01,51
2023,50903430,01,51
2023,50903435,01,51
2023,50903441,01,51
2023,50903442,01,51
2023,50903447,01,51
2023,50903450,01,51
2023,50903455,01,51
2023,50903417,01,51
2023,51830436,01,51
2023,51830441,01,51
2023,51830448,01,51
2023,51488428,01,51
2023,51488402,01,51
2023,51488418,01,51
2023,51488398,01,51
2023,51488399,01,51
2023,51488400,01,51
2023,51488404,01,51
2023,51488401,01,51
2023,51488421,01,51
2023,51488425,01,51
2023,51488403,01,51
2023,51488409,01,51
2023,51488413,01,51
2023,51488415,01,51
2023,51488424,01,51
2023,51830433,01,51
2023,51488405,01,51
2023,51488410,01,51
2023,51488411,01,51
2023,51488407,01,51
2023,51488414,01,51
2023,51488416,01,51
2023,51488423,01,51
2023,51488429,01,51
2023,51488412,01,51
2023,51488419,01,51
2023,51488426,01,51
2023,51488432,01,51
2023,51488431,01,51
2023,51488434,01,51
2023,51488438,01,51
2023,51488440,01,51
2023,51488442,01,51
2023,51488443,16,52
2023,51488445,01,51
2023,51488444,01,51
2023,51488427,01,51
2023,51488436,01,51
2023,51488408,01,51
2023,51488417,01,51
2023,51488422,01,51
2023,51830577,01,51
2023,51830589,01,51
2023,51830423,01,51
2023,51830569,01,51
2023,51830583,01,51
2023,51830435,01,51
2023,51830459,01,51
2023,51830500,01,51
2023,51830573,01,51
2023,51830467,01,51
2023,51830493,01,51
2023,51830442,01,51
2023,51830449,01,51
2023,51830475,01,51
2023,51830490,01,51
2023,51830457,01,51
2023,51830478,01,51
2023,51830469,01,51
2023,51830491,01,51
2023,51830508,01,51
2023,51830527,01,51
2023,51830472,01,51
2023,51830543,01,51
2023,51830557,01,51
2023,51830480,01,51
2023,51830483,01,51
2023,51830492,01,51
2023,51830509,01,51
2023,51830531,01,51
2023,52009021,01,51
2023,48922603,01,51
2023,48922608,01,51
2023,48922614,01,51
2023,48922585,01,51
2023,48922587,01,51
2023,48922588,01,51
2023,48922589,01,51
2023,48922590,01,51
2023,48922591,01,51
2023,48922594,01,51
2023,48922595,01,51
2023,48922597,01,51
2023,48922600,01,51
2023,48922606,12,3
2023,48922611,01,51
2023,48922628,01,51
2023,48922630,01,51
2023,48922592,01,51
2023,48922593,01,51
2023,49856610,01,51
2023,49521396,01,51
2023,48922596,01,51
2023,48922598,01,51
2023,48922599,01,51
2023,48922601,01,51
2023,48922602,01,51
2023,48922604,01,51
2023,48922605,01,51
2023,48922607,01,51
2023,48922609,01,51
2023,48922610,01,51
2023,48922612,01,51
2023,48922613,01,51
2023,49856624,01,51
2023,49856576,01,51
2023,49856618,01,51
2023,49856626,01,51
2023,49521384,01,51
2023,49521382,01,51
2023,49521387,01,51
2023,49521390,01,51
2023,49521391,01,51
2023,49521393,01,51
2023,49521397,01,51
2023,51486720,01,51
2023,49856556,01,51
2023,49856569,01,51
2023,49856570,01,51
2023,49856599,01,51
2023,49856605,16,52
2023,49856558,01,51
2023,49856562,01,51
2023,49856564,01,51
2023,49856606,01,51
2023,49856619,01,51
2023,49856613,01,51
2023,49856622,01,51
2023,49856612,01,51
2023,49856573,01,51
2023,49856578,01,51
2023,49856582,01,51
2023,49856586,01,51
2023,49856589,01,51
2023,49856593,01,51
2023,49856598,01,51
2023,49856604,01,51
2023,49856609,01,51
2023,50561140,01,51
2023,50561114,01,51
2023,50561126,01,51
2023,50561116,01,51
2023,50561124,01,51
2023,50561119,01,51
2023,50561129,01,51
2023,50561136,01,51
2023,50561138,01,51
2023,50561142,01,51
2023,50561139,01,51
2023,50561113,01,51
2023,50561117,01,51
2023,50561121,01,51
2023,50902410,11,1
2023,50561122,01,51
2023,50561128,01,51
2023,50561133,01,51
2023,50561118,01,51
2023,50561125,01,51
2023,50561131,16,52
2023,50561143,01,51
2023,50561144,01,51
2023,50561127,01,51
2023,50561132,01,51
2023,50561135,01,51
2023,50561141,01,51
2023,50561130,01,51
2023,50561134,01,51
2023,50561137,01,51
2023,50902411,01,51
2023,50902415,01,51
2023,50902413,01,51
2023,50902386,01,51
2023,50902381,01,51
2023,50902390,01,51
2023,51829068,01,51
2023,51486719,01,51
2023,51486722,01,51
2023,51486729,01,51
2023,51486718,01,51
2023,51486700,01,51
2023,51486702,01,51
2023,51486708,01,51
2023,51486710,01,51
2023,51486696,01,51
2023,51486699,01,51
2023,51486701,01,51
2023,51486704,01,51
2023,51486709,01,51
2023,51486727,01,51
2023,51486732,01,51
2023,51829070,01,51
2023,51486717,01,51
2023,51486731,01,51
2023,51486743,01,51
2023,51486749,01,51
2023,51486737,01,51
2023,51486746,01,51
2023,51486721,01,51
2023,51486725,11,1
2023,51486728,01,51
2023,51486733,01,51
2023,51486736,01,51
2023,51486734,01,51
2023,51829066,01,51
2023,51829071,01,51
2023,51829072,01,51
2023,51829064,01,51
2023,51829067,01,51
2023,51829069,01,51
2023,51829117,01,51
2023,48921858,01,51
2023,48921861,01,51
2023,49093099,01,51
2023,49531321,01,51
2023,49531327,01,51
2023,49531342,01,51
2023,49531347,01,51
2023,49531324,01,51
2023,48920809,01,51
2023,48920866,01,51
2023,48920854,01,51
2023,48920958,01,51
2023,48920848,01,51
2023,48920863,01,51
2023,48920710,01,51
2023,48920883,01,51
2023,48920902,01,51
2023,48920888,01,51
2023,48920886,01,51
2023,48920957,12,3
2023,48920851,01,51
2023,48920790,01,51
2023,48920852,01,51
2023,48920903,01,51
2023,48920839,01,51
2023,48920869,01,51
2023,48920890,01,51
2023,48920893,01,51
2023,48920892,01,51
2023,48920936,01,51
2023,48920919,01,51
2023,48920925,01,51
2023,48920905,16,52
2023,48920742,01,51
2023,48920929,01,51
2023,48920928,01,51
2023,48920924,01,51
2023,48920872,01,51
2023,48920930,01,51
2023,48920935,01,51
2023,48920858,01,51
2023,48920932,16,52
2023,48920965,01,51
2023,48920911,01,51
2023,48920951,01,51
2023,48920884,01,51
2023,48920923,01,51
2023,48920891,01,51
2023,48920937,01,51
2023,48920927,01,51
2023,48920913,01,51
2023,48920933,01,51
2023,48920941,01,51
2023,48920912,01,51
2023,48920917,01,51
2023,48920934,01,51
2023,48920899,01,51
2023,48920897,01,51
2023,48920916,01,51
2023,48920920,01,51
2023,48920926,01,51
2023,48920931,01,51
2023,49092327,01,51
2023,49092320,01,51
2023,49092272,01,51
2023,49092325,01,51
2023,49092409,01,51
2023,49092313,01,51
2023,49092223,01,51
2023,49092229,01,51
2023,49092310,01,51
2023,49092279,01,51
2023,49092321,01,51
2023,49092308,01,51
2023,49092319,01,51
2023,49092240,01,51
2023,49092225,01,51
2023,49092248,01,51
2023,49092255,01,51
2023,49092263,01,51
2023,49092274,12,3
2023,49092228,01,51
2023,49092224,01,51
2023,49092315,01,51
2023,49092299,01,51
2023,49092305,01,51
2023,49092410,01,51
2023,49092294,01,51
2023,49092318,01,51
2023,49092317,01,51
2023,49092311,01,51
2023,49092306,01,51
2023,49092445,01,51
2023,49092447,01,51
2023,49092328,01,51
2023,49092330,01,51
2023,49092332,01,51
2023,49092226,01,51
2023,49092302,01,51
2023,49092392,01,51
2023,49092264,01,51
2023,49092293,01,51
2023,49092238,01,51
2023,49092309,01,51
2023,49092233,01,51
2023,49092243,01,51
2023,49092244,01,51
2023,49092227,01,51
2023,49092296,01,51
2023,49092324,01,51
2023,49092304,01,51
2023,49529480,01,51
2023,49529474,01,51
2023,49529436,01,51
2023,49529422,01,51
2023,49529452,01,51
2023,49529485,01,51
2023,49529384,01,51
2023,49529417,01,51
2023,49529479,01,51
2023,49529487,01,51
2023,49529498,01,51
2023,49529471,01,51
2023,49529483,01,51
2023,49529486,01,51
2023,49529488,01,51
2023,49529414,01,51
2023,49529494,01,51
2023,49529387,01,51
2023,49529430,01,51
2023,49529460,01,51
2023,49529500,01,51
2023,49529401,01,51
2023,49529472,01,51
2023,49529482,01,51
2023,49529463,01,51
2023,49529453,01,51
2023,49529467,01,51
2023,49529490,01,51
2023,49529448,01,51
2023,49529476,01,51
2023,49529477,01,51
2023,49529495,01,51
2023,49529475,01,51
2023,49529484,01,51
2023,49862402,01,51
2023,49862194,01,51
2023,49862090,16,52
2023,49862223,01,51
2023,49862198,01,51
2023,49862261,01,51
2023,49862207,01,51
2023,49862100,01,51
2023,49862242,01,51
2023,49862407,01,51
2023,49862411,01,51
2023,49862104,01,51
2023,49862180,01,51
2023,49862208,01,51
2023,49862237,01,51
2023,49862190,01,51
2023,49862169,01,51
2023,49862070,01,51
2023,49862099,01,51
2023,49862117,01,51
2023,49862165,12,3
2023,49862195,01,51
2023,49862224,01,51
2023,49862079,01,51
2023,49862166,01,51
2023,49862406,01,51
2023,49862196,01,51
2023,49862267,01,51
2023,49862017,01,51
2023,49862023,01,51
2023,49862052,01,51
2023,49862106,01,51
2023,49862130,11,1
2023,49862178,01,51
2023,49862209,01,51
2023,49862206,01,51
2023,49862245,11,1
2023,49862214,01,51
2023,49862137,01,51
2023,49862092,12,3
2023,49862201,01,51
2023,49862108,01,51
2023,49862233,01,51
2023,49862155,01,51
2023,49862203,01,51
2023,49862250,01,51
2023,49862220,01,51
2023,49862410,01,51
2023,51497093,01,51
2023,51497130,01,51
2023,51497136,01,51
2023,51497055,01,51
2023,51497141,01,51
2023,51497148,01,51
2023,51497074,01,51
2023,51497090,01,51
2023,51497240,01,51
2023,51497254,01,51
2023,51497184,01,51
2023,51497200,01,51
2023,51497206,01,51
2023,51497220,01,51
2023,51497151,01,51
2023,51497160,01,51
2023,51497169,01,51
2023,51497180,01,51
2023,51497201,01,51
2023,51497138,01,51
2023,51497113,01,51
2023,51497152,01,51
2023,51497106,01,51
2023,51497161,01,51
2023,51497187,01,51
2023,51497125,01,51
2023,51497127,01,51
2023,51497129,01,51
2023,51497139,01,51
2023,51497203,01,51
2023,51497229,01,51
2023,51497156,01,51
2023,51497191,01,51
2023,51497211,01,51
2023,51497107,01,51
2023,51497121,12,3
2023,51497173,01,51
2023,51497153,01,51
2023,51497238,01,51
2023,51497460,01,51
2023,51497438,01,51
2023,51497468,01,51
2023,50560734,01,51
2023,50560711,01,51
2023,50560715,01,51
