data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,185390160,
2022,3,195052882,
2022,3,182473286,
2022,42,182473348,
2022,41,182473355,
2022,41,195052898,
2022,41,182473357,
2022,41,182473409,
2022,1,187248957,
2022,41,187248976,
2022,41,182473138,
2022,41,183136910,
2022,41,183136925,
2022,3,183137011,
2022,3,183136838,
2022,41,197099243,
2022,7,197099244,
2022,21,197099250,
2022,3,183137143,
2022,32,187249191,
2022,42,187249189,
2022,41,187249200,
2022,41,187249282,
2022,42,187249321,
2022,41,187249337,
2022,42,195052916,
2022,42,195052917,
2022,41,187249150,
2022,38,187249217,
2022,4,187249268,
2022,41,187249269,
2022,41,187249220,
2022,3,187249287,
2022,32,183137343,
2022,3,187249286,
2022,32,183137344,
2022,1,187249438,
2022,41,183137153,
2022,41,183137154,
2022,41,183137243,
2022,1,183137319,
2022,3,183137187,
2022,41,197099193,
2022,41,183137027,
2022,1,183137090,
2022,5,183137157,
2022,41,187249340,
2022,41,187249451,
2022,41,183137188,
2022,41,183137302,
2022,3,185402734,
2022,7,185402734,
2022,41,185402766,
2022,41,185403011,
2022,1,185403050,
2022,3,185402841,
2022,41,185403056,
2022,41,185402690,
2022,41,185402709,
2022,3,185402769,
2022,39,187262421,
2022,1,185402775,
2022,42,187249475,
2022,39,195052886,
2022,41,187249535,
2022,41,185403415,
2022,41,185403416,
2022,41,185403159,
2022,1,185403072,
2022,3,187262468,
2022,1,197099464,
2022,7,185403351,
2022,41,185403385,
2022,41,185403426,
2022,31,187249555,
2022,41,189019282,
2022,41,187263627,
2022,41,185403195,
2022,3,185403240,
2022,3,185403146,
2022,41,187262488,
2022,41,189029992,
2022,41,189029997,
2022,38,187262611,
2022,41,187263241,
2022,41,187262565,
2022,3,187262762,
2022,41,187262677,
2022,41,187263106,
2022,1,187263121,
2022,41,187262623,
2022,41,187262663,
2022,38,187262713,
2022,3,187262721,
2022,3,187262752,
2022,42,189030052,
2022,3,187262809,
2022,41,189019222,
2022,41,189019251,
2022,41,195052899,
2022,5,189019172,
2022,41,189019224,
2022,41,189019266,
2022,38,189019293,
2022,41,191922707,
2022,41,195052912,
2022,41,189029951,
2022,3,189030184,
2022,38,189030184,
2022,41,189019396,
2022,3,189019591,
2022,32,189030267,
2022,32,189030423,
2022,41,189019669,
2022,41,190471130,
2022,41,189019407,
2022,38,189019430,
2022,41,189019770,
2022,42,189030199,
2022,41,189030260,
2022,41,190482605,
2022,41,189030078,
2022,41,189030173,
2022,3,189030239,
2022,41,189030198,
2022,1,189030371,
2022,41,189030371,
2022,41,189030362,
2022,41,189030356,
2022,36,190482565,
2022,41,189019745,
2022,41,197099285,
2022,3,190482670,
2022,3,190482541,
2022,5,190482541,
2022,41,189019836,
2022,41,190482614,
2022,41,190482615,
2022,41,189020013,
2022,38,189019744,
2022,1,190482858,
2022,32,190482969,
2022,42,197099292,
2022,42,195052922,
2022,41,190482571,
2022,3,190482766,
2022,41,190483012,
2022,21,190482950,
2022,41,190482950,
2022,38,189019327,
2022,41,189019767,
2022,1,189019875,
2022,39,190471450,
2022,41,190471505,
2022,41,190471014,
2022,41,190471093,
2022,41,190471167,
2022,41,189019864,
2022,39,190483052,
2022,41,190482795,
2022,41,190483005,
2022,41,197099297,
2022,41,191923003,
2022,21,191923004,
2022,41,190471366,
2022,38,190471391,
2022,38,190471420,
2022,41,190471491,
2022,41,190471445,
2022,41,190471475,
2022,41,190472130,
2022,21,190472288,
2022,41,190472290,
2022,41,190471526,
2022,41,190471619,
2022,38,190471722,
2022,21,190471602,
2022,31,190471839,
2022,41,190471840,
2022,38,190471948,
2022,41,190471964,
2022,38,190471933,
2022,41,191923431,
2022,41,191923432,
2022,41,191923215,
2022,41,191903976,
2022,41,191923007,
2022,1,191922998,
2022,3,191923134,
2022,36,193505790,
2022,39,193505758,
2022,41,193505759,
2022,7,191903849,
2022,21,195067610,
2022,3,191903852,
2022,41,191903877,
2022,38,191903971,
2022,38,191903938,
2022,41,191903970,
2022,41,198888029,
2022,41,193505777,
2022,3,193505855,
2022,1,193505820,
2022,41,191904152,
2022,41,193505932,
2022,41,193505733,
2022,41,193505999,
2022,41,193505798,
2022,1,195052923,
2022,41,191904037,
2022,41,195067419,
2022,41,197099240,
2022,1,193493104,
2022,38,191904267,
2022,1,191904070,
2022,41,191904258,
2022,41,191904314,
2022,41,191904341,
2022,41,191904399,
2022,41,191904288,
2022,39,195067477,
2022,41,195067488,
2022,3,195067600,
2022,1,195067362,
2022,41,191906775,
2022,3,197099450,
2022,41,191907067,
2022,3,191907285,
2022,38,191907382,
2022,3,191907383,
2022,41,191904535,
2022,38,191904363,
2022,41,191904451,
2022,41,191904475,
2022,41,191904496,
2022,3,193493127,
2022,3,193493035,
2022,41,191904650,
2022,32,191904515,
2022,41,195067611,
2022,41,195067678,
2022,41,195067706,
2022,41,195067717,
2022,41,195067728,
2022,41,191904777,
2022,41,193493080,
2022,41,193493135,
2022,38,193493161,
2022,41,193493332,
2022,41,193493354,
2022,41,193493190,
2022,41,193493241,
2022,32,193493247,
2022,38,193493357,
2022,38,193493498,
2022,39,197099305,
2022,41,193493627,
2022,42,197099311,
2022,38,193493627,
2022,41,193493569,
2022,41,193493625,
2022,41,193493716,
2022,41,193493783,
2022,3,193493798,
2022,3,193493544,
2022,41,193493568,
2022,42,193493597,
2022,38,193493643,
2022,38,193493733,
2022,1,197090443,
2022,3,193493788,
2022,41,193493831,
2022,21,193493644,
2022,41,193493683,
2022,1,200647546,
2022,36,197099364,
2022,42,197099367,
2022,41,197099369,
2022,41,197099370,
2022,42,195053417,
2022,3,197099433,
2022,3,198899945,
2022,3,197099390,
2022,41,197099399,
2022,38,193493964,
2022,41,195053459,
2022,38,195053447,
2022,38,195053461,
2022,3,197099423,
2022,41,195053464,
2022,41,195053623,
2022,41,195053626,
2022,42,178426209,
2022,38,178426322,
2022,41,178426175,
2022,41,178426342,
2022,41,178426408,
2022,41,195053629,
2022,41,195053639,
2022,41,195053500,
2022,31,195053545,
2022,41,195053551,
2022,41,195053677,
2022,39,195053692,
2022,41,202892941,
2022,41,178426666,
2022,42,178426304,
2022,41,195053783,
2022,41,195053786,
2022,41,195053805,
2022,42,195053675,
2022,41,195053681,
2022,41,195053685,
2022,3,195053935,
2022,41,195053940,
2022,3,197090505,
2022,38,195053700,
2022,38,195053748,
2022,41,178426714,
2022,41,178426715,
2022,21,195053760,
2022,3,195053820,
2022,41,195053827,
2022,41,197101874,
2022,41,178426483,
2022,41,195053832,
2022,41,195053907,
2022,41,195053916,
2022,3,197090502,
2022,41,200647488,
2022,3,197090584,
2022,41,197090598,
2022,41,197090611,
2022,38,197090646,
2022,1,197090671,
2022,38,197090682,
2022,41,202892902,
2022,41,178426557,
2022,41,178426647,
2022,38,178426554,
2022,39,178426554,
2022,41,181127969,
2022,42,197101950,
2022,41,181128088,
2022,41,181128137,
2022,38,181128182,
2022,42,181128214,
2022,3,181128102,
2022,3,181128103,
2022,41,181128341,
2022,41,181128389,
2022,41,197102341,
2022,41,197101875,
2022,38,181128489,
2022,41,181128058,
2022,38,197090707,
2022,39,197090694,
2022,41,181128196,
2022,41,197090831,
2022,39,197090735,
2022,31,197090811,
2022,41,197090761,
2022,41,182477205,
2022,41,182477206,
2022,41,181128427,
2022,41,197090829,
2022,31,200647686,
2022,41,197090860,
2022,39,182477384,
2022,41,197090865,
2022,38,197092063,
2022,21,182477507,
2022,38,182477508,
2022,41,182477683,
2022,42,182477738,
2022,42,197102063,
2022,1,182477487,
2022,7,182477487,
2022,42,182477663,
2022,41,182477569,
2022,41,182477640,
2022,41,197090859,
2022,41,182477641,
2022,41,182477649,
2022,41,182477695,
2022,41,182477742,
2022,41,197101995,
2022,41,197090871,
2022,38,197090883,
2022,41,197090931,
2022,1,182477812,
2022,41,183140232,
2022,41,197090962,
2022,41,197090949,
2022,42,183140346,
2022,41,183140410,
2022,41,183140825,
2022,41,183140525,
2022,38,183140417,
2022,41,183140557,
2022,41,183140740,
2022,41,183140782,
2022,41,197101922,
2022,41,183140887,
2022,41,197101949,
2022,41,183140611,
2022,3,197090936,
2022,41,183140762,
2022,41,183140795,
2022,41,183140714,
2022,3,198888358,
2022,41,183140801,
2022,41,198888359,
2022,41,179410189,
2022,41,185409241,
2022,38,185409280,
2022,21,185408868,
2022,41,185408900,
2022,41,185409038,
2022,41,185409071,
2022,37,185409072,
2022,3,185409074,
2022,41,185409104,
2022,41,185409160,
2022,39,185409194,
2022,41,185409011,
2022,41,185409055,
2022,41,185409046,
2022,41,185409173,
2022,38,185409082,
2022,41,185409097,
2022,38,185409146,
2022,41,185409212,
2022,42,197101991,
2022,41,185409475,
2022,41,185409551,
2022,41,185409414,
2022,9,197102024,
2022,38,185409608,
2022,42,185409536,
2022,41,197102160,
2022,42,187266219,
2022,41,179410021,
2022,3,179410041,
2022,1,179410166,
2022,41,179410375,
2022,41,179410414,
2022,31,182454248,
2022,42,198905154,
2022,41,197101966,
2022,38,187266319,
2022,1,187266455,
2022,1,187266457,
2022,41,187266333,
2022,41,187266334,
2022,41,187266406,
2022,42,187266458,
2022,31,187266418,
2022,41,187266418,
2022,42,189034808,
2022,41,179410294,
2022,1,179410344,
2022,3,185378735,
2022,3,185378736,
2022,41,179410184,
2022,41,182454263,
2022,42,182454251,
2022,41,179410468,
2022,41,179410420,
2022,41,179410446,
2022,38,179410535,
2022,41,179410545,
2022,41,190463451,
2022,41,179410585,
2022,1,179410668,
2022,42,189034809,
2022,41,187266358,
2022,38,189034907,
2022,41,187266548,
2022,41,179410523,
2022,1,179410556,
2022,3,185378840,
2022,42,182454264,
2022,38,189034965,
2022,42,191898071,
2022,38,179410626,
2022,41,179410688,
2022,1,185378971,
2022,41,191898120,
2022,41,182454360,
2022,41,189035042,
2022,41,179410650,
2022,41,179410699,
2022,41,182454406,
2022,41,182454284,
2022,41,182454421,
2022,41,189034730,
2022,38,189034730,
2022,41,189034783,
2022,41,189034850,
2022,38,189034850,
2022,41,189034887,
2022,41,182454304,
2022,42,182454497,
2022,41,182454320,
2022,41,182454526,
2022,41,182454529,
2022,41,182454452,
2022,41,189034845,
2022,41,182454514,
2022,41,182454605,
2022,41,182454759,
2022,41,182454588,
2022,41,182454589,
2022,41,182454671,
2022,41,182454569,
2022,3,182454822,
2022,41,182454910,
2022,42,182454898,
2022,41,182454983,
2022,42,182455016,
2022,41,182455051,
2022,41,182454743,
2022,41,189034925,
2022,41,182454782,
2022,38,182454837,
2022,41,182454998,
2022,41,185378991,
2022,42,182455077,
2022,1,191898061,
2022,41,182454838,
2022,41,182455054,
2022,41,182455318,
2022,41,182455319,
2022,41,182455432,
2022,1,182454834,
2022,41,189035084,
2022,39,182454851,
2022,38,182455033,
2022,38,182455154,
2022,41,182455063,
2022,41,182455140,
2022,1,182455175,
2022,39,182455105,
2022,1,198879052,
2022,1,198879053,
2022,41,182455152,
2022,41,182455178,
2022,42,182455222,
2022,41,182455546,
2022,41,197101989,
2022,41,182455132,
2022,41,182455393,
2022,41,182455636,
2022,41,189035286,
2022,38,189035252,
2022,38,189035326,
2022,41,189035246,
2022,41,189035267,
2022,41,189035268,
2022,41,182455521,
2022,21,182455295,
2022,41,182455385,
2022,38,182455705,
2022,42,182455563,
2022,41,182455643,
2022,38,182455557,
2022,41,182455604,
2022,1,182456594,
2022,41,189035419,
2022,41,197101974,
2022,3,189035569,
2022,41,182455665,
2022,38,182455707,
2022,41,182455708,
2022,41,182455771,
2022,39,182455786,
2022,41,182455816,
2022,41,182455855,
2022,42,182455664,
2022,41,182455788,
2022,41,185379301,
2022,32,182455829,
2022,41,189035473,
2022,39,190486626,
2022,41,190486674,
2022,41,190486767,
2022,41,190486819,
2022,41,190486853,
2022,41,190486814,
2022,41,190486838,
2022,41,190486901,
2022,41,190486976,
2022,41,190486750,
2022,41,190486839,
2022,41,190486890,
2022,41,190486940,
2022,41,185379498,
2022,21,182455926,
2022,3,185379025,
2022,3,185379026,
2022,3,190463275,
2022,1,185378873,
2022,41,185378807,
2022,7,185378841,
2022,41,190463299,
2022,38,185379254,
2022,42,185379284,
2022,39,185378821,
2022,21,185378852,
2022,21,185378967,
2022,41,185379200,
2022,38,185378960,
2022,41,185378989,
2022,42,185379042,
2022,41,185379113,
2022,41,185379158,
2022,41,185379196,
2022,38,185378894,
2022,41,190463318,
2022,41,185378939,
2022,42,185378969,
2022,1,198879134,
2022,1,190463340,
2022,38,185378993,
2022,1,200662672,
2022,41,200662727,
2022,41,190487019,
2022,41,190487015,
2022,21,190487038,
2022,41,190487080,
2022,41,190486883,
2022,41,190487125,
2022,41,190486955,
2022,41,190487222,
2022,41,190487017,
2022,21,190487060,
2022,41,190487190,
2022,41,197102020,
2022,42,190487223,
2022,41,190487304,
2022,41,190487185,
2022,41,190487232,
2022,1,190487104,
2022,1,190487106,
2022,41,190487253,
2022,36,190487281,
2022,41,190487236,
2022,38,190487236,
2022,39,190487268,
2022,5,191932213,
2022,1,185379067,
2022,3,185379179,
2022,38,185379117,
2022,38,185379218,
2022,41,185379242,
2022,41,185379243,
2022,41,185379304,
2022,1,195046764,
2022,39,191931871,
2022,38,191932146,
2022,38,191932230,
2022,41,185379294,
2022,39,185379357,
2022,41,185379415,
2022,41,185379622,
2022,41,185379804,
2022,41,185379238,
2022,41,185379324,
2022,42,185379310,
2022,7,190463563,
2022,7,190463564,
2022,41,185379334,
2022,42,185379435,
2022,41,185379500,
2022,41,185379537,
2022,42,185379351,
2022,41,202874976,
2022,41,191931968,
2022,38,191932065,
2022,41,191932126,
2022,41,191932195,
2022,41,191932209,
2022,41,185379578,
2022,41,185379625,
2022,41,185379698,
2022,41,190463598,
2022,42,185379661,
2022,41,185380077,
2022,41,185380114,
2022,41,185379648,
2022,21,185379796,
2022,41,185379945,
2022,41,190463433,
2022,41,185379679,
2022,41,185379712,
2022,38,185379827,
2022,38,185380323,
2022,39,191932367,
2022,41,185380045,
2022,41,185380232,
2022,42,185379908,
2022,41,190463587,
2022,41,185379939,
2022,41,185380006,
2022,41,185380025,
2022,41,190463603,
2022,38,185379900,
2022,41,185380271,
2022,41,185380086,
2022,1,185380037,
2022,42,185380106,
2022,1,185380353,
2022,1,185380185,
2022,21,185380283,
2022,41,191932036,
2022,41,190463633,
2022,3,191932107,
2022,41,185380032,
2022,7,191932167,
2022,38,191932168,
2022,41,185380067,
2022,7,191932169,
2022,41,185380090,
2022,38,191932233,
2022,41,185380178,
2022,32,197102055,
2022,41,191932402,
2022,38,197102045,
2022,21,190463653,
2022,1,185380220,
2022,41,185380525,
2022,41,185380151,
2022,41,185380179,
2022,41,195046820,
2022,41,191932311,
2022,42,191898161,
2022,42,185380291,
2022,41,185380321,
2022,41,198879252,
2022,41,190463879,
2022,41,190463954,
2022,9,190463651,
2022,38,190463696,
2022,41,190463829,
2022,41,190463867,
2022,41,190463750,
2022,41,190463856,
2022,38,190463900,
2022,41,190463962,
2022,41,190463822,
2022,41,190463865,
2022,41,190463866,
2022,41,190463908,
2022,41,190463792,
2022,41,190463948,
2022,41,190463994,
2022,41,190463853,
2022,38,190464011,
2022,41,190464038,
2022,31,191898206,
2022,41,191932431,
2022,41,191932467,
2022,41,193512031,
2022,41,197102078,
2022,41,191932560,
2022,41,190463849,
2022,41,190463888,
2022,41,190463966,
2022,41,190464021,
2022,41,190463976,
2022,3,190464042,
2022,3,190464064,
2022,41,190463443,
2022,3,190463922,
2022,3,190463923,
2022,41,190463985,
2022,41,190464018,
2022,41,190464030,
2022,42,190464062,
2022,41,190464077,
2022,41,190464088,
2022,41,190464104,
2022,38,190463947,
2022,41,190464249,
2022,1,190464260,
2022,41,190464305,
2022,41,190464214,
2022,41,190464240,
2022,41,190464254,
2022,41,190464121,
2022,41,190464188,
2022,1,190464158,
2022,41,190464172,
2022,41,190464222,
2022,41,190464276,
2022,1,190464310,
2022,41,191932605,
2022,1,190464135,
2022,38,190464340,
2022,42,190464380,
2022,41,190464381,
2022,3,202875026,
2022,39,191932747,
2022,41,190464537,
2022,41,191932764,
2022,41,190464265,
2022,41,191932647,
2022,38,191932739,
2022,38,190464285,
2022,41,190464302,
2022,38,190464531,
2022,38,193512029,
2022,3,190464415,
2022,41,190464350,
2022,42,190464427,
2022,41,190464447,
2022,41,190464534,
2022,42,190464359,
2022,3,195046252,
2022,41,193512133,
2022,3,195046253,
2022,1,190464548,
2022,1,190464438,
2022,41,190464504,
2022,39,190464468,
2022,38,190464546,
2022,41,191898086,
2022,38,193512227,
2022,41,193512082,
2022,41,190469002,
2022,41,190469482,
2022,41,190464592,
2022,1,195046313,
2022,41,193512124,
2022,41,193512265,
2022,41,193512226,
2022,41,193512273,
2022,41,193512400,
2022,39,193512503,
2022,42,190464672,
2022,39,190464715,
2022,41,202875490,
2022,41,193512096,
2022,41,197102039,
2022,41,193512417,
2022,38,197102061,
2022,41,193512193,
2022,41,193512313,
2022,42,190464788,
2022,1,190464679,
2022,41,190464914,
2022,41,190465002,
2022,3,191898097,
2022,41,190464900,
2022,41,190464707,
2022,3,190464727,
2022,41,190464746,
2022,41,190464756,
2022,41,190465109,
2022,41,190464789,
2022,41,190464964,
2022,42,190465004,
2022,41,190464957,
2022,41,190465023,
2022,41,190465053,
2022,39,190465103,
2022,41,190465082,
2022,41,190465102,
2022,42,190465142,
