data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,45773502,,51
2022,46196805,,51
2022,45773527,,51
2022,45773528,,51
2022,45773515,,51
2022,45773523,,51
2022,45773517,,51
2022,45773519,,51
2022,45773536,,51
2022,45773548,,51
2022,45773525,,51
2022,45773538,,51
2022,45773546,,51
2022,45773566,,51
2022,45773574,,51
2022,45773584,,51
2022,45773585,,51
2022,45773586,,51
2022,45773587,,51
2022,45773568,,51
2022,46196815,,51
2022,46196816,,51
2022,46196786,,51
2022,46196794,,51
2022,46196795,,51
2022,50444317,,52
2022,46196787,,51
2022,46196807,,51
2022,46196828,,51
2022,46196799,,7
2022,46196808,,51
2022,46513448,,51
2022,46513455,,51
2022,46513485,,51
2022,46513487,,51
2022,46513445,,51
2022,46513463,,51
2022,46513457,,51
2022,46513465,,52
2022,46513477,,51
2022,47217597,,51
2022,47217546,,52
2022,47217562,,51
2022,47217581,,51
2022,50034955,,51
2022,47217576,,51
2022,47217599,,51
2022,46202700,,51
2022,46202709,,51
2022,46202710,,51
2022,47217611,,51
2022,46202726,,51
2022,46202737,,51
2022,46202738,,51
2022,46202743,,51
2022,46202754,,51
2022,46202774,,51
2022,46202741,,51
2022,46202755,,51
2022,46202839,,51
2022,46202840,,51
2022,46202739,,51
2022,46202745,,51
2022,46202759,,51
2022,46202768,,51
2022,46202794,,51
2022,46202802,,51
2022,46202751,,51
2022,46202826,,51
2022,46202761,,51
2022,46202790,,51
2022,47217630,,51
2022,47217573,,51
2022,47217591,,51
2022,48082560,,51
2022,46202801,,51
2022,46202812,,51
2022,47217592,,3
2022,47217614,,3
2022,47217697,,51
2022,47217616,,52
2022,46202766,,51
2022,46202775,,51
2022,46202776,,51
2022,46202799,,51
2022,46202808,,51
2022,47217620,,51
2022,47217621,,3
2022,47217622,,51
2022,47217623,,51
2022,47217627,,51
2022,46202813,,51
2022,46202831,,51
2022,47217635,,52
2022,47217641,,51
2022,47217670,,52
2022,47217626,,51
2022,46520381,,51
2022,47217653,,51
2022,46520388,,51
2022,46520397,,3
2022,47217691,,51
2022,47217703,,51
2022,47217667,,51
2022,46520415,,51
2022,46520416,,51
2022,46520417,,51
2022,47217692,,51
2022,47217701,,51
2022,46520435,,51
2022,46520443,,51
2022,47217673,,51
2022,47652286,,51
2022,46520456,,51
2022,46520470,,51
2022,46520471,,51
2022,46520372,,51
2022,47652290,,51
2022,47652294,,51
2022,46520412,,51
2022,46520413,,51
2022,46520444,,51
2022,46520461,,3
2022,47652309,,51
2022,46520386,,51
2022,46520387,,51
2022,46520400,,51
2022,46520401,,51
2022,46520411,,51
2022,46520500,,51
2022,47652311,,51
2022,47652293,,52
2022,46520423,,51
2022,46520434,,51
2022,46520459,,51
2022,47652295,,51
2022,47652296,,51
2022,47652302,,51
2022,46520442,,51
2022,46520452,,51
2022,46520463,,51
2022,47652671,,51
2022,46520482,,51
2022,46520485,,51
2022,46520509,,51
2022,46520517,,3
2022,46520518,,3
2022,46520477,,51
2022,46520532,,51
2022,46520546,,51
2022,46520561,,51
2022,46520460,,51
2022,47652703,,51
2022,46520491,,51
2022,47652320,,51
2022,46681479,,51
2022,46681486,,51
2022,46681412,,51
2022,46681436,,51
