data_year,victim_id,injury_id
2022,165122890,4
2022,165122964,5
2022,165122917,5
2022,165122994,5
2022,165123040,5
2022,166820099,4
2022,165123109,5
2022,182750544,3
2022,166820310,4
2022,166794339,4
2022,166794371,5
2022,166794373,5
2022,166794541,5
2022,166820301,5
2022,166820302,5
2022,166820303,4
2022,166820209,4
2022,166820247,4
2022,166820248,5
2022,166820319,5
2022,166820320,4
2022,166820491,4
2022,166820230,4
2022,166820489,5
2022,166794542,5
2022,166794300,5
2022,166794445,4
2022,168131019,4
2022,166794447,5
2022,168131193,4
2022,166820518,4
2022,168162496,5
2022,168162498,5
2022,168131198,4
2022,168131251,5
2022,168162782,4
2022,168162689,4
2022,168162690,4
2022,168162581,8
2022,168131252,5
2022,168131253,5
2022,171049532,5
2022,168162789,5
2022,168162790,5
2022,168162791,5
2022,168162792,5
2022,168162798,4
2022,168162835,5
2022,168162909,5
2022,168817939,4
2022,168817717,5
2022,171049533,5
2022,171049332,5
2022,168817711,4
2022,171049535,4
2022,171089933,5
2022,171049617,4
2022,171049618,4
2022,171049568,5
2022,168817934,5
2022,168818202,5
2022,171049610,5
2022,171049966,5
2022,171049967,5
2022,171049670,5
2022,174704039,5
2022,168818048,5
2022,168818134,5
2022,171049689,4
2022,171049711,5
2022,171049849,5
2022,171049833,2
2022,171049833,6
2022,171049898,2
2022,171049898,6
2022,171049898,8
2022,171049625,4
2022,168818181,5
2022,168818026,4
2022,171049653,7
2022,171049870,5
2022,171049871,5
2022,172905390,6
2022,168818009,4
2022,168818010,4
2022,168818037,4
2022,168818072,5
2022,171049969,4
2022,171049685,5
2022,171049806,5
2022,177600077,4
2022,171049807,5
2022,171049860,4
2022,171049877,5
2022,171049990,4
2022,171090059,4
2022,171049991,4
2022,184524818,5
2022,172905240,4
2022,172905284,4
2022,171090230,3
2022,171090230,8
2022,172905285,5
2022,172905286,4
2022,172907738,4
2022,171090174,4
2022,171090198,4
2022,171090128,5
2022,171090189,5
2022,174674351,4
2022,176156176,5
2022,172905336,4
2022,172905363,4
2022,171090290,4
2022,172905380,4
2022,172905460,6
2022,174674365,5
2022,171090148,5
2022,171090149,5
2022,171090150,5
2022,174677421,5
2022,172933213,2
2022,174674444,5
2022,172932943,4
2022,172933157,5
2022,172933031,5
2022,172933032,5
2022,172933430,4
2022,174704150,4
2022,174704152,5
2022,174704153,5
2022,174704154,5
2022,174704167,5
2022,174704168,5
2022,174704136,5
2022,174674485,5
2022,174674487,5
2022,174674554,5
2022,174674589,4
2022,176128807,3
2022,184524821,4
2022,174704159,5
2022,174704327,4
2022,174704364,5
2022,174704026,4
2022,174704102,5
2022,174704103,5
2022,174704441,5
2022,174704446,5
2022,174704292,4
2022,174704391,5
2022,174674592,5
2022,184524937,5
2022,174674639,5
2022,174704188,4
2022,174674641,5
2022,176129224,5
2022,176129225,5
2022,176129226,5
2022,176129434,5
2022,176129494,4
2022,176129264,4
2022,184524831,4
2022,176129506,6
2022,176129952,6
2022,176129953,5
2022,176129685,5
2022,176156245,4
2022,176156282,5
2022,174704516,5
2022,174704263,5
2022,184524980,4
2022,184524940,4
2022,176156120,5
