data_year,groupb_arrestee_id,weapon_code,weapon_id
2022,45014671,16,52
2022,45014674,01,51
2022,45014678,01,51
2022,45014670,01,51
2022,45014672,01,51
2022,45014676,01,51
2022,45014677,01,51
2022,45014681,01,51
2022,45014683,01,51
2022,45014679,01,51
2022,45014682,01,51
2022,45014685,01,51
2022,45233650,01,51
2022,45233620,01,51
2022,45233630,01,51
2022,45233618,01,51
2022,45233624,01,51
2022,45233626,01,51
2022,45233628,01,51
2022,45453758,01,51
2022,45453760,01,51
2022,45453764,01,51
2022,45453754,01,51
2022,45453762,01,51
2022,45453766,01,51
2022,45453769,01,51
2022,45453739,01,51
2022,45453736,01,51
2022,45453740,01,51
2022,45453752,01,51
2022,45453767,01,51
2022,45453746,01,51
2022,45453757,01,51
2022,45453765,01,51
2022,45956265,01,51
2022,45956275,01,51
2022,45956269,01,51
2022,45956276,01,51
2022,45238050,01,51
2022,45238057,01,51
2022,45238066,01,51
2022,45956281,01,51
2022,45956306,01,51
2022,45956324,01,51
2022,45956339,01,51
2022,45956270,01,51
2022,45956297,01,51
2022,45956311,01,51
2022,45956332,01,51
2022,45956287,01,51
2022,45238047,01,51
2022,45956313,01,51
2022,45956326,01,51
2022,45956344,01,51
2022,45956299,01,51
2022,45956321,01,51
2022,45956280,01,51
2022,45956300,01,51
2022,45956290,01,51
2022,45956294,01,51
2022,45956310,01,51
2022,45956346,01,51
2022,45956350,01,51
2022,45956335,01,51
2022,45956329,01,51
2022,45956341,01,51
2022,45956288,01,51
2022,45956301,01,51
2022,45956325,01,51
2022,45956315,01,51
2022,45956330,01,51
2022,45956334,01,51
2022,45238054,01,51
2022,45238052,01,51
2022,45238058,01,51
2022,45238065,01,51
2022,45238070,01,51
2022,45956338,01,51
2022,45956349,01,51
2022,46263053,01,51
2022,45238040,01,51
2022,46263056,01,51
2022,46263055,01,51
2022,45238043,01,51
2022,45238045,01,51
2022,46263058,01,51
2022,46263060,01,51
2022,46263048,01,51
2022,46263050,01,51
2022,46263052,01,51
2022,46263057,01,51
2022,46263059,01,51
2022,46263049,01,51
2022,45238048,01,51
2022,45238056,01,51
2022,46263051,01,51
2022,46263054,01,51
2022,46571812,01,51
2022,45238081,01,51
2022,45238063,01,51
2022,45238071,01,51
2022,45238073,01,51
2022,45238039,01,51
2022,45238046,01,51
2022,45238059,01,51
2022,45238062,01,51
2022,45238069,01,51
2022,45238051,01,51
2022,45238060,01,51
2022,45238067,01,51
2022,45238061,01,51
2022,46571807,01,51
2022,46571811,01,51
2022,46571816,01,51
2022,46571818,01,51
2022,46571797,01,51
2022,46571799,01,51
2022,45459505,01,51
2022,45459510,01,51
2022,45459492,01,51
2022,45459499,01,51
2022,45459508,01,51
2022,45459463,01,51
2022,46571800,01,51
2022,46571814,01,51
2022,45459485,01,51
2022,45459498,01,51
2022,45459493,01,51
2022,45459504,01,51
2022,46571808,01,51
2022,45459460,01,51
2022,45459461,01,51
2022,45459468,01,51
2022,45459476,01,51
2022,45459484,01,51
2022,45459515,01,51
2022,45459466,01,51
2022,45459462,01,51
2022,45459464,01,51
2022,45459473,01,51
2022,45459478,01,51
2022,45459488,01,51
2022,46571809,01,51
2022,46571810,01,51
2022,46571795,01,51
2022,46571798,01,51
2022,46571801,01,51
2022,46571802,01,51
2022,46571806,01,51
2022,46571803,01,51
2022,46571804,01,51
2022,46571805,01,51
2022,46571819,01,51
2022,46571821,01,51
2022,46822962,01,51
2022,45578387,01,51
2022,45578392,01,51
2022,45578401,01,51
2022,45578447,01,51
2022,45578455,01,51
2022,46822936,01,51
2022,45578353,01,51
2022,45578361,01,51
2022,45578378,01,51
2022,46822902,01,51
2022,46822912,01,51
2022,46822921,01,51
2022,46822959,01,51
2022,46822965,01,51
2022,46822968,01,51
2022,46822974,17,53
2022,46822967,01,51
2022,46822970,01,51
2022,46822971,01,51
2022,46822972,17,53
2022,46822950,01,51
2022,45578418,01,51
2022,45578430,01,51
2022,45578457,01,51
2022,46822961,01,51
2022,46822907,01,51
2022,46822917,01,51
2022,46822926,01,51
2022,46822933,01,51
2022,46822954,01,51
2022,45578425,12,3
2022,45578435,12,3
2022,45578441,01,51
2022,45578446,01,51
2022,45578453,01,51
2022,45578422,01,51
2022,45578432,01,51
2022,45578442,01,51
2022,45578416,01,51
2022,45578436,01,51
2022,46822958,01,51
2022,48212332,01,51
2022,45578369,01,51
2022,45578390,01,51
2022,45578402,01,51
2022,45578346,01,51
2022,45578407,01,51
2022,45578379,01,51
2022,45578414,01,51
2022,45578431,01,51
2022,45578450,12,3
2022,45578397,01,51
2022,48212299,01,51
2022,48212279,01,51
2022,48212285,01,51
2022,48212290,01,51
2022,48212297,01,51
2022,48212307,01,51
2022,48212282,01,51
2022,48212288,01,51
2022,48212293,01,51
2022,48212300,01,51
2022,48212337,01,51
