data_year,weapon_id,offense_id,nibrs_weapon_id
2021,21,171330005,
2021,21,174299992,
2021,41,177432454,
2021,38,177432511,
2021,38,163703879,
2021,21,163703882,
2021,32,163703876,
2021,38,165062112,
2021,3,165061967,
2021,1,165477221,
2021,3,165477168,
2021,39,167151075,
2021,36,167151117,
2021,38,167151151,
2021,42,165477391,
2021,38,167151271,
2021,38,167151323,
2021,39,167151229,
2021,38,167151173,
2021,3,171330136,
2021,5,171330008,
2021,41,171330060,
2021,32,171329994,
2021,41,171329995,
2021,41,171330031,
2021,41,171330032,
2021,3,171330110,
2021,3,179409247,
2021,1,174300003,
2021,3,171330223,
2021,21,171330227,
2021,38,171330292,
2021,41,171330307,
2021,32,171330353,
2021,1,171330462,
2021,3,171330462,
2021,41,171330515,
2021,35,171330498,
2021,3,171330566,
2021,41,171330399,
2021,41,171330400,
2021,41,171330401,
2021,21,174299907,
2021,41,171330598,
2021,41,174299931,
2021,39,171330601,
2021,31,174300197,
2021,1,174300199,
2021,36,174300445,
2021,36,174300446,
2021,3,174300080,
2021,41,174300107,
2021,41,174300271,
2021,41,174300315,
2021,41,174300103,
2021,21,174300111,
2021,31,174300144,
2021,42,174300269,
2021,41,174300314,
2021,41,174300219,
2021,42,174300339,
2021,41,174300356,
2021,38,174300412,
2021,41,174300184,
2021,41,174300215,
2021,41,174302867,
2021,39,175641082,
2021,39,175641083,
2021,35,175641166,
2021,41,175641176,
2021,38,175641058,
2021,36,175641091,
2021,38,175641327,
2021,41,175641486,
2021,41,175641453,
2021,42,175641514,
2021,32,175641331,
2021,39,175641353,
2021,3,177432936,
2021,41,177432641,
2021,38,177432722,
2021,21,177432861,
2021,21,177432895,
2021,41,177433347,
2021,21,177433261,
2021,31,177433092,
2021,38,161710242,
2021,41,175637242,
2021,31,171326699,
2021,41,165058087,
2021,41,168664666,
2021,1,165058099,
2021,41,167147541,
2021,21,167147424,
2021,42,168664652,
2021,38,167147481,
2021,5,168664660,
2021,41,168664688,
2021,3,168664689,
2021,41,168664672,
2021,41,168664673,
2021,41,171326573,
2021,41,171326585,
2021,42,171327003,
2021,41,171327004,
2021,41,175637226,
2021,38,171326723,
2021,3,175637251,
2021,41,175637282,
2021,41,175638027,
2021,41,175638044,
2021,38,175637237,
2021,38,175637386,
2021,3,175638270,
2021,38,175638290,
2021,31,175637390,
2021,41,175637463,
2021,3,175637481,
2021,3,175637485,
2021,38,177426611,
2021,42,175637594,
2021,41,181105587,
2021,42,167188896,
2021,38,174326222,
2021,41,172445327,
2021,41,174325941,
2021,41,167188858,
2021,42,167188931,
2021,41,167188969,
2021,41,170297033,
2021,41,175664750,
2021,41,163703547,
2021,41,161710033,
2021,38,163706861,
2021,41,171354130,
2021,41,170296934,
2021,38,171354205,
2021,41,171354006,
2021,41,174326149,
2021,41,174325955,
2021,41,175664861,
2021,38,179420747,
2021,41,179420791,
2021,38,165090211,
2021,41,167188977,
2021,41,167188888,
2021,41,174326092,
2021,41,161712357,
2021,41,171354021,
2021,3,174326066,
2021,41,174326129,
