data_year,victim_id,injury_id
2021,157066280,4
2021,160020034,3
2021,163151134,5
2021,163151194,4
2021,149448909,4
2021,149448912,3
2021,149448908,1
2021,150808663,4
2021,150808501,7
2021,151218950,5
2021,151218900,5
2021,152894209,5
2021,152894245,5
2021,152894278,5
2021,151219127,5
2021,152894407,5
2021,152894466,4
2021,152894467,4
2021,152894361,2
2021,152894306,5
2021,157066415,5
2021,157066336,5
2021,157066268,4
2021,157066269,5
2021,157066308,4
2021,157066386,4
2021,157066388,5
2021,157066389,5
2021,157066390,5
2021,165122712,5
2021,147667625,6
2021,147671795,4
2021,147671789,5
2021,160020043,5
2021,157066502,5
2021,157066503,5
2021,157066504,5
2021,157066579,5
2021,150809566,5
2021,157066594,4
2021,157066634,5
2021,150809335,5
2021,150809405,5
2021,157066808,5
2021,150809442,5
2021,157066789,5
2021,157066790,5
2021,157066859,5
2021,157066690,2
2021,152895487,5
2021,157066691,4
2021,160019937,4
2021,152895331,5
2021,152895332,5
2021,152895419,5
2021,152895858,5
2021,157066892,5
2021,160019963,5
2021,157066895,2
2021,154406094,5
2021,160020242,5
2021,157066739,5
2021,157066740,5
2021,160020243,5
2021,157066776,5
2021,157066890,5
2021,160020244,1
2021,160020246,5
2021,160020247,5
2021,160020251,5
2021,160020252,5
2021,160020512,4
2021,160020120,5
2021,160020152,4
2021,160020328,5
2021,157066926,5
2021,158149152,5
2021,160020370,5
2021,160020145,4
2021,158149132,5
2021,160020146,4
2021,160020147,4
2021,160020157,5
2021,160020188,1
2021,160020696,5
2021,160020188,6
2021,160020325,5
2021,160020326,5
2021,160020368,4
2021,160020622,4
2021,160020369,4
2021,160020272,4
2021,160020403,5
2021,160020421,4
2021,160020475,5
2021,160020227,4
2021,160020269,5
2021,160022992,5
2021,163153095,5
2021,163153236,5
2021,163153237,5
2021,163153812,5
2021,163153993,5
2021,161356744,5
2021,163153924,5
2021,163154135,5
2021,163154136,5
2021,163154137,5
2021,163154138,5
2021,161356745,5
2021,161356828,5
2021,161356830,5
2021,161356831,5
2021,161356842,1
2021,161356720,4
2021,161356752,4
2021,161356983,4
2021,161357148,4
2021,163154182,5
2021,161357115,4
2021,161357177,5
2021,161356986,4
2021,161356987,5
2021,161357009,4
2021,163151662,5
2021,163151332,4
2021,163151333,4
2021,163151417,4
2021,149453002,5
2021,149453000,5
2021,149452971,5
2021,149450912,4
2021,149450909,5
2021,163151582,4
2021,149450913,5
2021,149452953,5
2021,149453097,5
2021,149453094,5
2021,149452969,5
2021,150808354,4
2021,150808355,4
2021,150808356,4
2021,163151613,4
2021,163152089,5
2021,149450929,5
2021,149452979,5
2021,149450938,5
2021,149452976,5
2021,149450936,5
2021,163151993,5
2021,149450933,4
2021,149450930,4
2021,149450932,5
2021,149450935,5
2021,149450934,4
2021,150808220,5
2021,150808221,5
2021,163151820,3
2021,150808647,5
2021,147601920,4
2021,150808689,4
2021,150808690,5
2021,150808742,5
2021,150808743,5
2021,150808521,5
2021,150808522,4
2021,150808612,5
2021,150808613,5
2021,150808614,5
2021,150808898,4
2021,150808899,4
2021,150808644,5
2021,150808783,5
2021,150808784,5
2021,150808977,5
2021,150809020,4
2021,150809083,4
2021,150809085,5
2021,161352735,4
2021,150808807,5
2021,150808808,5
2021,150808843,4
2021,150808953,5
2021,150809069,5
2021,150809070,5
2021,150809101,5
2021,150809161,5
2021,150809162,5
2021,152892784,5
2021,152892785,5
2021,152892786,5
2021,152892995,5
2021,152892876,5
2021,152892877,5
2021,152893184,5
2021,152893185,5
2021,161352736,5
2021,161352737,5
2021,157062853,5
2021,152892758,4
2021,152893249,5
2021,152893250,5
2021,152893251,4
2021,152893252,5
2021,152893253,4
2021,152892769,5
2021,152892866,4
2021,152892933,4
2021,152892935,4
2021,152892936,4
2021,152893062,5
2021,152893063,5
2021,152892953,5
2021,152892954,5
2021,152893056,5
2021,152893110,5
2021,152892959,5
2021,152893002,5
2021,152893003,5
2021,152893060,5
2021,152893061,5
2021,152893177,5
2021,152892894,5
2021,152892895,5
2021,152892896,5
2021,152892897,5
2021,152892898,5
2021,152892899,5
2021,152892900,5
2021,152892901,5
2021,152892902,5
2021,152892903,5
2021,152893043,4
2021,152893058,5
2021,152893059,5
2021,152893102,4
2021,152893103,5
2021,152893178,5
2021,152893200,5
2021,152893098,4
2021,152893201,5
2021,152893203,5
2021,152893204,5
2021,152893205,5
2021,152893207,5
2021,152893304,5
2021,152893305,5
2021,152893175,5
2021,152893286,5
2021,158145325,5
2021,157062854,5
2021,157062855,5
2021,150804435,5
2021,154402248,4
2021,150804447,5
2021,156011404,4
2021,157064298,5
2021,157064299,5
2021,157064300,5
2021,157064301,5
2021,150804448,5
2021,152890477,4
2021,157064317,4
2021,157064318,4
2021,157064330,5
2021,157064331,5
2021,152890478,5
2021,152890479,5
2021,152890480,5
2021,152890481,5
2021,152890482,5
2021,152890359,3
2021,157064342,5
2021,157064343,5
2021,154402231,5
2021,152890416,4
2021,154402242,5
2021,154402270,5
2021,154402254,5
2021,157062730,4
2021,157065690,5
2021,157065691,5
2021,157065801,5
2021,157065833,5
2021,157065834,5
2021,157065907,5
2021,157065952,5
2021,157065953,4
2021,157062744,5
2021,157064326,5
2021,157064344,5
2021,157064351,5
2021,157064361,4
2021,157064362,5
2021,157064370,5
2021,157064392,5
2021,157064379,4
2021,157063158,4
2021,157064408,5
2021,157064409,5
2021,157064463,5
2021,157064464,5
2021,157064465,5
2021,157064482,5
2021,161352715,5
